"","source","target","weight","Type"
"2523",25,846,1,"Undirected"
"2524",14,847,1,"Undirected"
"2525",20,848,1,"Undirected"
"2526",20,849,1,"Undirected"
"2527",20,850,1,"Undirected"
"2528",13,851,1,"Undirected"
"2529",20,851,2,"Undirected"
"2530",2,852,1,"Undirected"
"2531",9,852,1,"Undirected"
"2532",10,852,1,"Undirected"
"2533",19,852,1,"Undirected"
"2534",20,852,1,"Undirected"
"2535",26,852,1,"Undirected"
"2536",20,853,1,"Undirected"
"2537",22,854,1,"Undirected"
"2538",23,855,1,"Undirected"
"2539",26,856,2,"Undirected"
"2540",10,857,1,"Undirected"
"2541",28,857,1,"Undirected"
"2542",1,858,1,"Undirected"
"2543",1,859,2,"Undirected"
"2544",3,860,1,"Undirected"
"2545",4,861,1,"Undirected"
"2546",21,861,1,"Undirected"
"2547",7,862,1,"Undirected"
"2548",20,862,1,"Undirected"
"2549",1,863,1,"Undirected"
"2550",10,863,1,"Undirected"
"2551",13,864,1,"Undirected"
"2552",19,865,1,"Undirected"
"2553",26,866,1,"Undirected"
"2554",27,867,1,"Undirected"
"2555",3,868,2,"Undirected"
"2556",10,868,1,"Undirected"
"2557",14,868,1,"Undirected"
"2558",3,869,1,"Undirected"
"2559",6,869,2,"Undirected"
"2560",8,869,2,"Undirected"
"2561",9,869,1,"Undirected"
"2562",13,869,2,"Undirected"
"2563",16,869,1,"Undirected"
"2564",23,869,1,"Undirected"
"2565",25,869,2,"Undirected"
"2566",28,869,1,"Undirected"
"2567",7,870,1,"Undirected"
"2568",10,870,1,"Undirected"
"2569",11,871,1,"Undirected"
"2570",14,871,1,"Undirected"
"2571",20,871,1,"Undirected"
"2572",14,872,1,"Undirected"
"2573",20,873,1,"Undirected"
"2574",24,874,1,"Undirected"
"2575",9,875,2,"Undirected"
"2576",11,875,1,"Undirected"
"2577",18,875,2,"Undirected"
"2578",24,875,5,"Undirected"
"2579",28,875,1,"Undirected"
"2580",24,876,1,"Undirected"
"2581",26,877,1,"Undirected"
"2582",14,878,1,"Undirected"
"2583",15,878,1,"Undirected"
"2584",26,878,1,"Undirected"
"2585",27,879,1,"Undirected"
"2586",2,880,1,"Undirected"
"2587",3,881,1,"Undirected"
"2588",14,881,1,"Undirected"
"2589",11,882,1,"Undirected"
"2590",14,882,2,"Undirected"
"2591",2,883,2,"Undirected"
"2592",15,883,1,"Undirected"
"2593",26,883,1,"Undirected"
"2594",2,884,2,"Undirected"
"2595",11,884,1,"Undirected"
"2596",27,884,1,"Undirected"
"2597",1,885,1,"Undirected"
"2598",9,885,1,"Undirected"
"2599",10,885,3,"Undirected"
"2600",11,885,3,"Undirected"
"2601",17,885,1,"Undirected"
"2602",23,885,1,"Undirected"
"2603",24,885,1,"Undirected"
"2604",7,886,1,"Undirected"
"2605",11,886,1,"Undirected"
"2606",14,886,1,"Undirected"
"2607",19,886,1,"Undirected"
"2608",10,887,1,"Undirected"
"2609",13,887,2,"Undirected"
"2610",14,888,1,"Undirected"
"2611",18,889,1,"Undirected"
"2612",20,890,2,"Undirected"
"2613",20,891,1,"Undirected"
"2614",20,892,2,"Undirected"
"2615",13,893,1,"Undirected"
"2616",25,893,1,"Undirected"
"2617",27,894,1,"Undirected"
"2618",1,895,2,"Undirected"
"2619",11,895,1,"Undirected"
"2620",2,896,1,"Undirected"
"2621",3,897,1,"Undirected"
"2622",3,898,1,"Undirected"
"2623",8,899,1,"Undirected"
"2624",8,900,1,"Undirected"
"2625",3,901,1,"Undirected"
"2626",8,901,1,"Undirected"
"2627",11,902,1,"Undirected"
"2628",11,903,2,"Undirected"
"2629",18,903,1,"Undirected"
"2630",18,904,4,"Undirected"
"2631",18,905,1,"Undirected"
"2632",20,906,1,"Undirected"
"2633",7,907,1,"Undirected"
"2634",8,907,1,"Undirected"
"2635",20,907,3,"Undirected"
"2636",24,908,3,"Undirected"
"2637",26,909,1,"Undirected"
"2638",27,910,1,"Undirected"
"2639",3,911,1,"Undirected"
"2640",22,911,1,"Undirected"
"2641",27,911,1,"Undirected"
"2642",1,912,1,"Undirected"
"2643",2,912,2,"Undirected"
"2644",24,912,2,"Undirected"
"2645",2,913,1,"Undirected"
"2646",27,913,1,"Undirected"
"2647",2,914,3,"Undirected"
"2648",3,914,2,"Undirected"
"2649",21,914,2,"Undirected"
"2650",27,914,1,"Undirected"
"2651",2,915,1,"Undirected"
"2652",7,915,1,"Undirected"
"2653",3,916,1,"Undirected"
"2654",15,916,1,"Undirected"
"2655",27,916,1,"Undirected"
"2656",3,917,2,"Undirected"
"2657",7,917,3,"Undirected"
"2658",10,917,2,"Undirected"
"2659",23,917,1,"Undirected"
"2660",26,917,1,"Undirected"
"2661",1,918,2,"Undirected"
"2662",9,918,1,"Undirected"
"2663",10,918,4,"Undirected"
"2664",11,918,2,"Undirected"
"2665",24,918,2,"Undirected"
"2666",28,918,1,"Undirected"
"2667",13,919,1,"Undirected"
"2668",10,920,1,"Undirected"
"2669",17,920,1,"Undirected"
"2670",26,921,1,"Undirected"
"2671",25,922,1,"Undirected"
"2672",27,922,1,"Undirected"
"2673",19,923,2,"Undirected"
"2674",20,923,1,"Undirected"
"2675",28,923,2,"Undirected"
"2676",2,924,1,"Undirected"
"2677",3,924,1,"Undirected"
"2678",20,924,1,"Undirected"
"2679",1,925,1,"Undirected"
"2680",10,925,1,"Undirected"
"2681",10,926,2,"Undirected"
"2682",23,926,1,"Undirected"
"2683",24,926,1,"Undirected"
"2684",13,927,2,"Undirected"
"2685",20,928,1,"Undirected"
"2686",20,929,1,"Undirected"
"2687",20,930,1,"Undirected"
"2688",20,931,1,"Undirected"
"2689",3,932,1,"Undirected"
"2690",20,932,1,"Undirected"
"2691",20,933,1,"Undirected"
"2692",9,934,1,"Undirected"
"2693",24,934,1,"Undirected"
"2694",28,935,1,"Undirected"
"2695",7,936,2,"Undirected"
"2696",14,936,1,"Undirected"
"2697",15,936,1,"Undirected"
"2698",13,937,2,"Undirected"
"2699",14,937,1,"Undirected"
"2700",24,938,1,"Undirected"
"2701",13,939,1,"Undirected"
"2702",14,940,1,"Undirected"
"2703",18,940,1,"Undirected"
"2704",14,941,1,"Undirected"
"2705",27,941,1,"Undirected"
"2706",18,942,1,"Undirected"
"2707",1,943,2,"Undirected"
"2708",9,943,1,"Undirected"
"2709",10,943,1,"Undirected"
"2710",1,944,1,"Undirected"
"2711",13,944,1,"Undirected"
"2712",2,945,1,"Undirected"
"2713",2,946,1,"Undirected"
"2714",14,947,1,"Undirected"
"2715",14,948,1,"Undirected"
"2716",1,949,1,"Undirected"
"2717",7,949,1,"Undirected"
"2718",9,949,1,"Undirected"
"2719",10,949,1,"Undirected"
"2720",14,949,2,"Undirected"
"2721",18,949,1,"Undirected"
"2722",26,949,1,"Undirected"
"2723",28,949,1,"Undirected"
"2724",15,950,1,"Undirected"
"2725",26,951,1,"Undirected"
"2726",9,952,2,"Undirected"
"2727",21,952,1,"Undirected"
"2728",28,952,4,"Undirected"
"2729",1,953,1,"Undirected"
"2730",18,953,2,"Undirected"
"2731",1,954,1,"Undirected"
"2732",3,955,1,"Undirected"
"2733",18,956,1,"Undirected"
"2734",22,957,1,"Undirected"
"2735",23,957,1,"Undirected"
"2736",1,958,1,"Undirected"
"2737",25,958,1,"Undirected"
"2738",3,959,1,"Undirected"
"2739",11,959,1,"Undirected"
"2740",14,959,1,"Undirected"
"2741",26,959,3,"Undirected"
"2742",3,960,1,"Undirected"
"2743",9,961,2,"Undirected"
"2744",13,962,2,"Undirected"
"2745",17,962,1,"Undirected"
"2746",20,963,1,"Undirected"
"2747",22,964,1,"Undirected"
"2748",7,965,1,"Undirected"
"2749",22,965,1,"Undirected"
"2750",27,965,2,"Undirected"
"2751",18,966,1,"Undirected"
"2752",22,966,3,"Undirected"
"2753",24,966,1,"Undirected"
"2754",27,966,1,"Undirected"
"2755",22,967,1,"Undirected"
"2756",23,967,2,"Undirected"
"2757",27,967,3,"Undirected"
"2758",3,968,1,"Undirected"
"2759",7,968,1,"Undirected"
"2760",9,968,1,"Undirected"
"2761",14,968,1,"Undirected"
"2762",18,968,1,"Undirected"
"2763",20,968,3,"Undirected"
"2764",3,969,1,"Undirected"
"2765",7,969,1,"Undirected"
"2766",22,969,1,"Undirected"
"2767",7,970,1,"Undirected"
"2768",7,971,1,"Undirected"
"2769",1,972,2,"Undirected"
"2770",10,972,4,"Undirected"
"2771",11,973,1,"Undirected"
"2772",20,974,1,"Undirected"
"2773",4,975,1,"Undirected"
"2774",15,975,1,"Undirected"
"2775",21,975,1,"Undirected"
"2776",22,975,2,"Undirected"
"2777",27,975,2,"Undirected"
"2778",27,976,1,"Undirected"
"2779",27,977,1,"Undirected"
"2780",1,978,1,"Undirected"
"2781",7,978,1,"Undirected"
"2782",28,978,1,"Undirected"
"2783",2,979,1,"Undirected"
"2784",3,980,1,"Undirected"
"2785",7,981,1,"Undirected"
"2786",1,982,1,"Undirected"
"2787",7,982,1,"Undirected"
"2788",14,983,1,"Undirected"
"2789",1,984,2,"Undirected"
"2790",7,984,1,"Undirected"
"2791",13,984,3,"Undirected"
"2792",14,984,3,"Undirected"
"2793",23,984,1,"Undirected"
"2794",25,984,1,"Undirected"
"2795",15,985,1,"Undirected"
"2796",28,986,1,"Undirected"
"2797",5,987,1,"Undirected"
"2798",9,988,1,"Undirected"
"2799",1,989,1,"Undirected"
"2800",10,989,1,"Undirected"
"2801",10,990,1,"Undirected"
"2802",10,991,1,"Undirected"
"2803",1,992,2,"Undirected"
"2804",10,992,2,"Undirected"
"2805",11,992,1,"Undirected"
"2806",18,993,1,"Undirected"
"2807",20,994,1,"Undirected"
"2808",26,994,1,"Undirected"
"2809",24,995,2,"Undirected"
"2810",28,996,1,"Undirected"
"2811",3,997,1,"Undirected"
"2812",7,997,1,"Undirected"
"2813",14,997,1,"Undirected"
"2814",18,997,1,"Undirected"
"2815",9,998,1,"Undirected"
"2816",14,998,2,"Undirected"
"2817",15,998,1,"Undirected"
"2818",12,999,1,"Undirected"
"2819",28,999,1,"Undirected"
"2820",15,1000,2,"Undirected"
"2821",20,1001,1,"Undirected"
"2822",20,1002,1,"Undirected"
"2823",20,1003,1,"Undirected"
"2824",27,1004,1,"Undirected"
"2825",1,1005,1,"Undirected"
"2826",2,1006,1,"Undirected"
"2827",3,1006,1,"Undirected"
"2828",9,1006,1,"Undirected"
"2829",14,1006,1,"Undirected"
"2830",17,1006,1,"Undirected"
"2831",19,1006,1,"Undirected"
"2832",20,1006,2,"Undirected"
"2833",22,1006,1,"Undirected"
"2834",26,1006,1,"Undirected"
"2835",8,1007,1,"Undirected"
"2836",13,1008,2,"Undirected"
"2837",25,1008,1,"Undirected"
"2838",18,1009,3,"Undirected"
"2839",19,1009,1,"Undirected"
"2840",25,1009,1,"Undirected"
"2841",4,1010,1,"Undirected"
"2842",11,1010,1,"Undirected"
"2843",19,1010,2,"Undirected"
"2844",23,1010,1,"Undirected"
"2845",20,1011,1,"Undirected"
"2846",24,1012,2,"Undirected"
"2847",26,1013,3,"Undirected"
"2848",3,1014,1,"Undirected"
"2849",27,1014,1,"Undirected"
"2850",1,1015,1,"Undirected"
"2851",3,1015,1,"Undirected"
"2852",11,1016,1,"Undirected"
"2853",13,1016,3,"Undirected"
"2854",14,1016,1,"Undirected"
"2855",27,1017,1,"Undirected"
"2856",1,1018,1,"Undirected"
"2857",11,1018,1,"Undirected"
"2858",3,1019,2,"Undirected"
"2859",7,1019,1,"Undirected"
"2860",26,1019,1,"Undirected"
"2861",4,1020,1,"Undirected"
"2862",3,1021,1,"Undirected"
"2863",6,1021,1,"Undirected"
"2864",19,1021,1,"Undirected"
"2865",7,1022,1,"Undirected"
"2866",19,1022,1,"Undirected"
"2867",20,1022,1,"Undirected"
"2868",10,1023,1,"Undirected"
"2869",1,1024,1,"Undirected"
"2870",10,1024,1,"Undirected"
"2871",15,1024,1,"Undirected"
"2872",25,1024,1,"Undirected"
"2873",28,1024,1,"Undirected"
"2874",2,1025,1,"Undirected"
"2875",5,1025,1,"Undirected"
"2876",11,1025,1,"Undirected"
"2877",15,1025,1,"Undirected"
"2878",19,1025,1,"Undirected"
"2879",20,1025,1,"Undirected"
"2880",26,1025,1,"Undirected"
"2881",12,1026,1,"Undirected"
"2882",13,1027,1,"Undirected"
"2883",3,1028,1,"Undirected"
"2884",7,1028,1,"Undirected"
"2885",9,1028,1,"Undirected"
"2886",13,1028,2,"Undirected"
"2887",19,1028,1,"Undirected"
"2888",14,1029,1,"Undirected"
"2889",14,1030,1,"Undirected"
"2890",20,1031,1,"Undirected"
"2891",19,1032,1,"Undirected"
"2892",20,1032,1,"Undirected"
"2893",24,1033,1,"Undirected"
"2894",24,1034,4,"Undirected"
"2895",24,1035,1,"Undirected"
"2896",17,1036,1,"Undirected"
"2897",26,1036,2,"Undirected"
"2898",24,1037,1,"Undirected"
"2899",2,1038,1,"Undirected"
"2900",3,1039,1,"Undirected"
"2901",7,1040,1,"Undirected"
"2902",10,1041,1,"Undirected"
"2903",14,1042,1,"Undirected"
"2904",20,1042,1,"Undirected"
"2905",14,1043,1,"Undirected"
"2906",7,1044,1,"Undirected"
"2907",9,1044,1,"Undirected"
"2908",14,1044,1,"Undirected"
"2909",15,1044,2,"Undirected"
"2910",19,1045,1,"Undirected"
"2911",20,1045,1,"Undirected"
"2912",20,1046,3,"Undirected"
"2913",1,1047,1,"Undirected"
"2914",10,1047,1,"Undirected"
"2915",20,1047,1,"Undirected"
"2916",2,1048,1,"Undirected"
"2917",3,1048,1,"Undirected"
"2918",22,1048,1,"Undirected"
"2919",23,1049,1,"Undirected"
"2920",24,1050,1,"Undirected"
"2921",1,1051,1,"Undirected"
"2922",7,1051,1,"Undirected"
"2923",10,1051,1,"Undirected"
"2924",26,1051,1,"Undirected"
"2925",13,1052,2,"Undirected"
"2926",25,1052,1,"Undirected"
"2927",24,1053,1,"Undirected"
"2928",22,1054,1,"Undirected"
"2929",24,1054,1,"Undirected"
"2930",27,1055,2,"Undirected"
"2931",28,1056,1,"Undirected"
"2932",2,1057,1,"Undirected"
"2933",14,1057,1,"Undirected"
"2934",1,1058,1,"Undirected"
"2935",2,1058,1,"Undirected"
"2936",10,1058,2,"Undirected"
"2937",24,1058,1,"Undirected"
"2938",15,1059,1,"Undirected"
"2939",17,1060,1,"Undirected"
"2940",19,1060,1,"Undirected"
"2941",20,1060,1,"Undirected"
"2942",3,1061,1,"Undirected"
"2943",19,1061,1,"Undirected"
"2944",20,1062,1,"Undirected"
"2945",2,1063,1,"Undirected"
"2946",3,1063,1,"Undirected"
"2947",5,1063,1,"Undirected"
"2948",22,1063,1,"Undirected"
"2949",7,1064,1,"Undirected"
"2950",25,1064,1,"Undirected"
"2951",28,1064,1,"Undirected"
"2952",3,1065,1,"Undirected"
"2953",13,1065,1,"Undirected"
"2954",19,1065,1,"Undirected"
"2955",28,1065,1,"Undirected"
"2956",3,1066,1,"Undirected"
"2957",8,1067,1,"Undirected"
"2958",13,1068,2,"Undirected"
"2959",25,1068,1,"Undirected"
"2960",13,1069,1,"Undirected"
"2961",18,1070,1,"Undirected"
"2962",25,1070,1,"Undirected"
"2963",18,1071,1,"Undirected"
"2964",19,1072,1,"Undirected"
"2965",19,1073,1,"Undirected"
"2966",19,1074,1,"Undirected"
"2967",20,1075,1,"Undirected"
"2968",22,1076,1,"Undirected"
"2969",3,1077,1,"Undirected"
"2970",22,1077,1,"Undirected"
"2971",24,1078,1,"Undirected"
"2972",24,1079,2,"Undirected"
"2973",26,1080,1,"Undirected"
"2974",9,1081,1,"Undirected"
"2975",12,1082,1,"Undirected"
"2976",20,1082,1,"Undirected"
"2977",11,1083,1,"Undirected"
"2978",18,1083,1,"Undirected"
"2979",20,1084,5,"Undirected"
"2980",23,1085,1,"Undirected"
"2981",8,1086,1,"Undirected"
"2982",11,1086,2,"Undirected"
"2983",27,1086,1,"Undirected"
"2984",1,1087,1,"Undirected"
"2985",2,1088,1,"Undirected"
"2986",13,1089,2,"Undirected"
"2987",18,1090,1,"Undirected"
"2988",25,1090,2,"Undirected"
"2989",22,1091,1,"Undirected"
"2990",26,1092,1,"Undirected"
"2991",27,1092,1,"Undirected"
"2992",1,1093,2,"Undirected"
"2993",10,1093,1,"Undirected"
"2994",13,1094,1,"Undirected"
"2995",19,1095,1,"Undirected"
"2996",1,1096,1,"Undirected"
"2997",3,1096,1,"Undirected"
"2998",7,1096,1,"Undirected"
"2999",10,1096,1,"Undirected"
"3000",13,1096,1,"Undirected"
"3001",24,1096,2,"Undirected"
"3002",28,1096,1,"Undirected"
"3003",26,1097,1,"Undirected"
"3004",11,1098,1,"Undirected"
"3005",18,1098,1,"Undirected"
"3006",19,1098,1,"Undirected"
"3007",25,1098,1,"Undirected"
"3008",27,1098,1,"Undirected"
"3009",28,1098,1,"Undirected"
"3010",7,1099,1,"Undirected"
"3011",14,1099,1,"Undirected"
"3012",26,1099,1,"Undirected"
"3013",14,1100,1,"Undirected"
"3014",2,1101,1,"Undirected"
"3015",22,1102,1,"Undirected"
"3016",27,1102,2,"Undirected"
"3017",2,1103,1,"Undirected"
"3018",1,1104,1,"Undirected"
"3019",3,1104,1,"Undirected"
"3020",28,1104,1,"Undirected"
"3021",3,1105,1,"Undirected"
"3022",3,1106,1,"Undirected"
"3023",3,1107,1,"Undirected"
"3024",20,1107,1,"Undirected"
"3025",11,1108,1,"Undirected"
"3026",13,1108,4,"Undirected"
"3027",14,1108,2,"Undirected"
"3028",23,1108,4,"Undirected"
"3029",25,1108,2,"Undirected"
"3030",19,1109,1,"Undirected"
"3031",22,1110,1,"Undirected"
"3032",25,1111,1,"Undirected"
"3033",25,1112,1,"Undirected"
"3034",2,1113,1,"Undirected"
"3035",11,1113,1,"Undirected"
"3036",3,1114,1,"Undirected"
"3037",7,1115,2,"Undirected"
"3038",13,1116,1,"Undirected"
"3039",14,1116,1,"Undirected"
"3040",13,1117,2,"Undirected"
"3041",14,1117,1,"Undirected"
"3042",10,1118,1,"Undirected"
"3043",19,1118,1,"Undirected"
"3044",20,1118,2,"Undirected"
"3045",1,1119,1,"Undirected"
"3046",10,1119,1,"Undirected"
"3047",19,1119,1,"Undirected"
"3048",20,1119,2,"Undirected"
"3049",1,1120,1,"Undirected"
"3050",11,1120,1,"Undirected"
"3051",23,1120,1,"Undirected"
"3052",25,1121,1,"Undirected"
"3053",1,1122,1,"Undirected"
"3054",2,1123,2,"Undirected"
"3055",10,1124,1,"Undirected"
"3056",15,1125,1,"Undirected"
"3057",27,1125,1,"Undirected"
"3058",11,1126,1,"Undirected"
"3059",17,1126,1,"Undirected"
"3060",19,1126,1,"Undirected"
"3061",20,1126,2,"Undirected"
"3062",21,1127,1,"Undirected"
"3063",18,1128,1,"Undirected"
"3064",26,1128,1,"Undirected"
"3065",1,1129,1,"Undirected"
"3066",10,1129,1,"Undirected"
"3067",6,1130,1,"Undirected"
"3068",7,1131,1,"Undirected"
"3069",10,1132,1,"Undirected"
"3070",14,1133,2,"Undirected"
"3071",15,1134,1,"Undirected"
"3072",18,1135,1,"Undirected"
"3073",19,1135,1,"Undirected"
"3074",27,1135,1,"Undirected"
"3075",2,1136,1,"Undirected"
"3076",1,1137,1,"Undirected"
"3077",3,1137,1,"Undirected"
"3078",9,1137,1,"Undirected"
"3079",3,1138,1,"Undirected"
"3080",22,1138,1,"Undirected"
"3081",6,1139,1,"Undirected"
"3082",26,1139,3,"Undirected"
"3083",10,1140,2,"Undirected"
"3084",11,1141,1,"Undirected"
"3085",23,1141,1,"Undirected"
"3086",25,1141,1,"Undirected"
"3087",1,1142,1,"Undirected"
"3088",11,1142,2,"Undirected"
"3089",13,1142,1,"Undirected"
"3090",24,1142,1,"Undirected"
"3091",14,1143,1,"Undirected"
"3092",14,1144,2,"Undirected"
"3093",20,1144,1,"Undirected"
"3094",21,1145,1,"Undirected"
"3095",23,1146,1,"Undirected"
"3096",26,1147,1,"Undirected"
"3097",20,1148,3,"Undirected"
"3098",20,1149,1,"Undirected"
"3099",8,1150,1,"Undirected"
"3100",8,1151,1,"Undirected"
"3101",10,1152,1,"Undirected"
"3102",13,1153,1,"Undirected"
"3103",3,1154,1,"Undirected"
"3104",14,1154,2,"Undirected"
"3105",14,1155,2,"Undirected"
"3106",20,1156,2,"Undirected"
"3107",26,1156,1,"Undirected"
"3108",9,1157,1,"Undirected"
"3109",8,1158,1,"Undirected"
"3110",9,1158,4,"Undirected"
"3111",28,1158,1,"Undirected"
"3112",7,1159,1,"Undirected"
"3113",10,1159,3,"Undirected"
"3114",1,1160,1,"Undirected"
"3115",11,1160,1,"Undirected"
"3116",7,1161,1,"Undirected"
"3117",9,1161,1,"Undirected"
"3118",14,1161,1,"Undirected"
"3119",15,1161,1,"Undirected"
"3120",7,1162,1,"Undirected"
"3121",9,1162,1,"Undirected"
"3122",10,1162,1,"Undirected"
"3123",14,1162,1,"Undirected"
"3124",19,1162,1,"Undirected"
"3125",23,1162,1,"Undirected"
"3126",8,1163,1,"Undirected"
"3127",20,1163,2,"Undirected"
"3128",1,1164,1,"Undirected"
"3129",15,1164,1,"Undirected"
"3130",22,1164,2,"Undirected"
"3131",24,1164,1,"Undirected"
"3132",28,1164,1,"Undirected"
"3133",26,1165,1,"Undirected"
"3134",10,1166,1,"Undirected"
"3135",1,1167,3,"Undirected"
"3136",10,1167,2,"Undirected"
"3137",11,1167,2,"Undirected"
"3138",14,1167,1,"Undirected"
"3139",24,1167,2,"Undirected"
"3140",28,1167,1,"Undirected"
"3141",2,1168,1,"Undirected"
"3142",1,1169,2,"Undirected"
"3143",10,1169,2,"Undirected"
"3144",11,1169,1,"Undirected"
"3145",7,1170,5,"Undirected"
"3146",18,1170,1,"Undirected"
"3147",19,1171,1,"Undirected"
"3148",27,1172,1,"Undirected"
"3149",27,1173,1,"Undirected"
"3150",3,1174,1,"Undirected"
"3151",11,1174,1,"Undirected"
"3152",14,1174,1,"Undirected"
"3153",3,1175,1,"Undirected"
"3154",7,1175,2,"Undirected"
"3155",8,1175,1,"Undirected"
"3156",9,1175,1,"Undirected"
"3157",14,1175,2,"Undirected"
"3158",15,1175,1,"Undirected"
"3159",19,1175,1,"Undirected"
"3160",20,1175,1,"Undirected"
"3161",9,1176,3,"Undirected"
"3162",18,1176,1,"Undirected"
"3163",28,1176,3,"Undirected"
"3164",10,1177,1,"Undirected"
"3165",13,1178,1,"Undirected"
"3166",14,1179,1,"Undirected"
"3167",10,1180,1,"Undirected"
"3168",12,1180,1,"Undirected"
"3169",19,1180,2,"Undirected"
"3170",20,1180,3,"Undirected"
"3171",26,1181,1,"Undirected"
"3172",8,1182,1,"Undirected"
"3173",27,1182,1,"Undirected"
"3174",28,1183,1,"Undirected"
"3175",1,1184,1,"Undirected"
"3176",3,1184,1,"Undirected"
"3177",14,1184,1,"Undirected"
"3178",3,1185,1,"Undirected"
"3179",8,1185,1,"Undirected"
"3180",7,1186,1,"Undirected"
"3181",10,1187,1,"Undirected"
"3182",10,1188,1,"Undirected"
"3183",10,1189,2,"Undirected"
"3184",10,1190,1,"Undirected"
"3185",1,1191,2,"Undirected"
"3186",7,1191,1,"Undirected"
"3187",10,1191,3,"Undirected"
"3188",11,1191,1,"Undirected"
"3189",28,1191,1,"Undirected"
"3190",7,1192,1,"Undirected"
"3191",14,1192,1,"Undirected"
"3192",21,1192,1,"Undirected"
"3193",22,1193,1,"Undirected"
"3194",14,1194,1,"Undirected"
"3195",25,1194,1,"Undirected"
"3196",18,1195,1,"Undirected"
"3197",28,1195,2,"Undirected"
"3198",9,1196,1,"Undirected"
"3199",1,1197,1,"Undirected"
"3200",10,1197,2,"Undirected"
"3201",13,1198,1,"Undirected"
"3202",14,1199,1,"Undirected"
"3203",16,1199,1,"Undirected"
"3204",2,1200,1,"Undirected"
"3205",9,1200,1,"Undirected"
"3206",11,1200,1,"Undirected"
"3207",20,1200,3,"Undirected"
"3208",20,1201,1,"Undirected"
"3209",26,1201,2,"Undirected"
"3210",20,1202,1,"Undirected"
"3211",22,1203,2,"Undirected"
"3212",24,1204,1,"Undirected"
"3213",26,1205,2,"Undirected"
"3214",26,1206,1,"Undirected"
"3215",1,1207,1,"Undirected"
"3216",3,1207,1,"Undirected"
"3217",7,1207,1,"Undirected"
"3218",23,1207,1,"Undirected"
"3219",25,1207,1,"Undirected"
"3220",2,1208,1,"Undirected"
"3221",3,1209,1,"Undirected"
"3222",8,1210,1,"Undirected"
"3223",9,1211,1,"Undirected"
"3224",9,1212,1,"Undirected"
"3225",14,1212,1,"Undirected"
"3226",15,1212,1,"Undirected"
"3227",1,1213,2,"Undirected"
"3228",10,1213,1,"Undirected"
"3229",10,1214,1,"Undirected"
"3230",11,1214,1,"Undirected"
"3231",10,1215,1,"Undirected"
"3232",10,1216,1,"Undirected"
"3233",10,1217,1,"Undirected"
"3234",13,1218,1,"Undirected"
"3235",13,1219,1,"Undirected"
"3236",23,1219,2,"Undirected"
"3237",14,1220,1,"Undirected"
"3238",20,1221,3,"Undirected"
"3239",21,1222,1,"Undirected"
"3240",22,1223,1,"Undirected"
"3241",11,1224,1,"Undirected"
"3242",22,1224,1,"Undirected"
"3243",8,1225,1,"Undirected"
"3244",9,1226,1,"Undirected"
"3245",11,1227,1,"Undirected"
"3246",19,1227,1,"Undirected"
"3247",20,1227,1,"Undirected"
"3248",18,1228,1,"Undirected"
"3249",14,1229,1,"Undirected"
"3250",22,1229,2,"Undirected"
"3251",2,1230,1,"Undirected"
"3252",22,1230,1,"Undirected"
"3253",26,1231,1,"Undirected"
"3254",28,1231,1,"Undirected"
"3255",1,1232,1,"Undirected"
"3256",10,1232,2,"Undirected"
"3257",10,1233,1,"Undirected"
"3258",26,1234,1,"Undirected"
"3259",27,1235,1,"Undirected"
"3260",27,1236,1,"Undirected"
"3261",2,1237,1,"Undirected"
"3262",2,1238,1,"Undirected"
"3263",3,1239,1,"Undirected"
"3264",14,1239,1,"Undirected"
"3265",28,1239,1,"Undirected"
"3266",3,1240,1,"Undirected"
"3267",10,1240,1,"Undirected"
"3268",11,1240,1,"Undirected"
"3269",23,1240,1,"Undirected"
"3270",28,1240,1,"Undirected"
"3271",13,1241,1,"Undirected"
"3272",14,1241,1,"Undirected"
"3273",2,1242,1,"Undirected"
"3274",14,1242,1,"Undirected"
"3275",20,1243,1,"Undirected"
"3276",20,1244,1,"Undirected"
"3277",27,1244,1,"Undirected"
"3278",20,1245,2,"Undirected"
"3279",19,1246,1,"Undirected"
"3280",20,1246,2,"Undirected"
"3281",26,1247,1,"Undirected"
"3282",26,1248,2,"Undirected"
"3283",6,1249,1,"Undirected"
"3284",8,1249,1,"Undirected"
"3285",10,1249,1,"Undirected"
"3286",14,1249,1,"Undirected"
"3287",10,1250,1,"Undirected"
"3288",13,1251,3,"Undirected"
"3289",14,1251,1,"Undirected"
"3290",25,1251,1,"Undirected"
"3291",13,1252,2,"Undirected"
"3292",20,1253,1,"Undirected"
"3293",11,1254,1,"Undirected"
"3294",13,1254,1,"Undirected"
"3295",14,1254,1,"Undirected"
"3296",25,1254,1,"Undirected"
"3297",25,1255,1,"Undirected"
"3298",26,1256,1,"Undirected"
"3299",1,1257,1,"Undirected"
"3300",10,1257,1,"Undirected"
"3301",11,1257,1,"Undirected"
"3302",14,1258,1,"Undirected"
"3303",20,1259,2,"Undirected"
"3304",22,1260,1,"Undirected"
"3305",2,1261,1,"Undirected"
"3306",3,1262,1,"Undirected"
"3307",10,1263,1,"Undirected"
"3308",11,1264,1,"Undirected"
"3309",13,1264,8,"Undirected"
"3310",14,1264,2,"Undirected"
"3311",23,1264,1,"Undirected"
"3312",25,1264,1,"Undirected"
"3313",13,1265,1,"Undirected"
"3314",13,1266,1,"Undirected"
"3315",2,1267,1,"Undirected"
