"","source","target","weight","Type"
"871",13,245,1,"Undirected"
"872",14,245,1,"Undirected"
"873",18,245,1,"Undirected"
"874",7,246,1,"Undirected"
"875",17,246,2,"Undirected"
"876",9,247,1,"Undirected"
"877",20,247,1,"Undirected"
"878",26,247,2,"Undirected"
"879",22,248,1,"Undirected"
"880",26,249,4,"Undirected"
"881",9,250,1,"Undirected"
"882",10,250,1,"Undirected"
"883",28,250,2,"Undirected"
"884",2,251,1,"Undirected"
"885",5,251,1,"Undirected"
"886",7,251,1,"Undirected"
"887",9,251,2,"Undirected"
"888",14,251,1,"Undirected"
"889",15,251,2,"Undirected"
"890",20,251,2,"Undirected"
"891",1,252,1,"Undirected"
"892",10,252,2,"Undirected"
"893",13,253,2,"Undirected"
"894",13,254,3,"Undirected"
"895",13,255,1,"Undirected"
"896",1,256,1,"Undirected"
"897",3,256,2,"Undirected"
"898",7,256,3,"Undirected"
"899",8,256,1,"Undirected"
"900",9,256,1,"Undirected"
"901",12,256,1,"Undirected"
"902",13,256,1,"Undirected"
"903",14,256,3,"Undirected"
"904",15,256,1,"Undirected"
"905",18,256,2,"Undirected"
"906",19,256,1,"Undirected"
"907",20,256,1,"Undirected"
"908",24,256,2,"Undirected"
"909",28,256,2,"Undirected"
"910",18,257,1,"Undirected"
"911",19,258,5,"Undirected"
"912",26,259,4,"Undirected"
"913",26,260,2,"Undirected"
"914",1,261,4,"Undirected"
"915",3,261,1,"Undirected"
"916",7,261,3,"Undirected"
"917",10,261,8,"Undirected"
"918",14,261,2,"Undirected"
"919",24,261,2,"Undirected"
"920",28,261,5,"Undirected"
"921",1,262,2,"Undirected"
"922",10,262,1,"Undirected"
"923",11,262,2,"Undirected"
"924",1,263,1,"Undirected"
"925",2,263,1,"Undirected"
"926",7,263,3,"Undirected"
"927",8,263,1,"Undirected"
"928",10,263,1,"Undirected"
"929",11,263,1,"Undirected"
"930",18,263,1,"Undirected"
"931",23,263,2,"Undirected"
"932",28,263,1,"Undirected"
"933",1,264,1,"Undirected"
"934",2,265,1,"Undirected"
"935",1,266,1,"Undirected"
"936",3,266,2,"Undirected"
"937",13,266,1,"Undirected"
"938",14,266,1,"Undirected"
"939",23,266,2,"Undirected"
"940",25,266,1,"Undirected"
"941",28,266,1,"Undirected"
"942",2,267,1,"Undirected"
"943",3,267,6,"Undirected"
"944",7,267,1,"Undirected"
"945",9,267,1,"Undirected"
"946",11,267,1,"Undirected"
"947",28,267,1,"Undirected"
"948",7,268,1,"Undirected"
"949",3,269,1,"Undirected"
"950",7,269,2,"Undirected"
"951",9,269,1,"Undirected"
"952",14,269,2,"Undirected"
"953",21,269,1,"Undirected"
"954",9,270,1,"Undirected"
"955",13,270,1,"Undirected"
"956",14,270,1,"Undirected"
"957",23,270,1,"Undirected"
"958",10,271,1,"Undirected"
"959",11,271,1,"Undirected"
"960",10,272,1,"Undirected"
"961",14,272,2,"Undirected"
"962",2,273,1,"Undirected"
"963",10,273,1,"Undirected"
"964",1,274,2,"Undirected"
"965",3,274,1,"Undirected"
"966",7,274,1,"Undirected"
"967",10,274,1,"Undirected"
"968",11,274,2,"Undirected"
"969",23,274,1,"Undirected"
"970",24,274,3,"Undirected"
"971",10,275,3,"Undirected"
"972",7,276,1,"Undirected"
"973",9,276,1,"Undirected"
"974",10,276,1,"Undirected"
"975",11,276,2,"Undirected"
"976",13,276,1,"Undirected"
"977",14,276,1,"Undirected"
"978",23,276,1,"Undirected"
"979",25,276,1,"Undirected"
"980",26,276,1,"Undirected"
"981",28,276,1,"Undirected"
"982",3,277,1,"Undirected"
"983",11,277,1,"Undirected"
"984",12,277,1,"Undirected"
"985",13,277,1,"Undirected"
"986",14,277,1,"Undirected"
"987",19,277,1,"Undirected"
"988",20,277,1,"Undirected"
"989",27,277,1,"Undirected"
"990",11,278,4,"Undirected"
"991",13,278,2,"Undirected"
"992",14,278,1,"Undirected"
"993",17,278,1,"Undirected"
"994",22,278,1,"Undirected"
"995",11,279,2,"Undirected"
"996",13,279,6,"Undirected"
"997",23,279,1,"Undirected"
"998",11,280,2,"Undirected"
"999",11,281,1,"Undirected"
"1000",13,281,2,"Undirected"
"1001",20,281,1,"Undirected"
"1002",13,282,1,"Undirected"
"1003",14,282,1,"Undirected"
"1004",13,283,2,"Undirected"
"1005",14,284,2,"Undirected"
"1006",9,285,1,"Undirected"
"1007",11,285,1,"Undirected"
"1008",13,285,3,"Undirected"
"1009",14,285,4,"Undirected"
"1010",28,285,1,"Undirected"
"1011",1,286,1,"Undirected"
"1012",3,286,1,"Undirected"
"1013",10,286,1,"Undirected"
"1014",11,286,3,"Undirected"
"1015",13,286,3,"Undirected"
"1016",14,286,2,"Undirected"
"1017",17,286,1,"Undirected"
"1018",20,286,1,"Undirected"
"1019",23,286,1,"Undirected"
"1020",7,287,1,"Undirected"
"1021",14,287,1,"Undirected"
"1022",22,287,1,"Undirected"
"1023",27,287,3,"Undirected"
"1024",14,288,1,"Undirected"
"1025",14,289,1,"Undirected"
"1026",22,289,1,"Undirected"
"1027",7,290,1,"Undirected"
"1028",14,290,1,"Undirected"
"1029",26,290,1,"Undirected"
"1030",1,291,3,"Undirected"
"1031",2,291,1,"Undirected"
"1032",3,291,1,"Undirected"
"1033",7,291,2,"Undirected"
"1034",10,291,4,"Undirected"
"1035",14,291,4,"Undirected"
"1036",7,292,1,"Undirected"
"1037",14,292,5,"Undirected"
"1038",2,293,1,"Undirected"
"1039",7,293,1,"Undirected"
"1040",9,293,2,"Undirected"
"1041",11,293,1,"Undirected"
"1042",14,293,2,"Undirected"
"1043",15,293,1,"Undirected"
"1044",17,293,1,"Undirected"
"1045",19,293,1,"Undirected"
"1046",20,293,8,"Undirected"
"1047",21,293,1,"Undirected"
"1048",26,293,1,"Undirected"
"1049",18,294,2,"Undirected"
"1050",27,294,1,"Undirected"
"1051",2,295,1,"Undirected"
"1052",3,295,1,"Undirected"
"1053",11,295,1,"Undirected"
"1054",13,295,1,"Undirected"
"1055",14,295,3,"Undirected"
"1056",19,295,1,"Undirected"
"1057",23,295,2,"Undirected"
"1058",3,296,2,"Undirected"
"1059",7,296,1,"Undirected"
"1060",15,296,1,"Undirected"
"1061",20,296,1,"Undirected"
"1062",22,296,1,"Undirected"
"1063",19,297,1,"Undirected"
"1064",20,297,3,"Undirected"
"1065",3,298,1,"Undirected"
"1066",20,298,2,"Undirected"
"1067",15,299,1,"Undirected"
"1068",22,299,4,"Undirected"
"1069",22,300,1,"Undirected"
"1070",24,301,2,"Undirected"
"1071",7,302,1,"Undirected"
"1072",15,302,1,"Undirected"
"1073",20,302,1,"Undirected"
"1074",25,302,1,"Undirected"
"1075",1,303,7,"Undirected"
"1076",2,303,4,"Undirected"
"1077",3,303,1,"Undirected"
"1078",5,303,2,"Undirected"
"1079",6,303,1,"Undirected"
"1080",7,303,5,"Undirected"
"1081",10,303,5,"Undirected"
"1082",11,303,2,"Undirected"
"1083",14,303,2,"Undirected"
"1084",15,303,1,"Undirected"
"1085",22,303,2,"Undirected"
"1086",23,303,2,"Undirected"
"1087",24,303,4,"Undirected"
"1088",25,303,3,"Undirected"
"1089",26,303,1,"Undirected"
"1090",27,303,1,"Undirected"
"1091",28,303,3,"Undirected"
"1092",1,304,1,"Undirected"
"1093",3,304,1,"Undirected"
"1094",10,304,6,"Undirected"
"1095",1,305,1,"Undirected"
"1096",2,305,1,"Undirected"
"1097",8,305,1,"Undirected"
"1098",14,305,2,"Undirected"
"1099",2,306,2,"Undirected"
"1100",3,307,1,"Undirected"
"1101",8,307,1,"Undirected"
"1102",3,308,3,"Undirected"
"1103",10,308,1,"Undirected"
"1104",14,308,1,"Undirected"
"1105",22,308,1,"Undirected"
"1106",28,308,2,"Undirected"
"1107",8,309,1,"Undirected"
"1108",1,310,2,"Undirected"
"1109",10,310,2,"Undirected"
"1110",11,310,1,"Undirected"
"1111",14,310,1,"Undirected"
"1112",12,311,1,"Undirected"
"1113",1,312,1,"Undirected"
"1114",10,312,4,"Undirected"
"1115",11,312,1,"Undirected"
"1116",13,312,1,"Undirected"
"1117",14,312,1,"Undirected"
"1118",18,312,1,"Undirected"
"1119",13,313,2,"Undirected"
"1120",23,313,1,"Undirected"
"1121",11,314,1,"Undirected"
"1122",13,314,1,"Undirected"
"1123",13,315,2,"Undirected"
"1124",14,316,1,"Undirected"
"1125",15,317,1,"Undirected"
"1126",15,318,2,"Undirected"
"1127",2,319,1,"Undirected"
"1128",3,319,1,"Undirected"
"1129",11,319,1,"Undirected"
"1130",13,319,1,"Undirected"
"1131",15,319,1,"Undirected"
"1132",21,319,1,"Undirected"
"1133",23,319,2,"Undirected"
"1134",25,319,1,"Undirected"
"1135",27,319,2,"Undirected"
"1136",15,320,1,"Undirected"
"1137",15,321,1,"Undirected"
"1138",15,322,1,"Undirected"
"1139",15,323,1,"Undirected"
"1140",7,324,1,"Undirected"
"1141",14,324,4,"Undirected"
"1142",15,324,1,"Undirected"
"1143",19,324,1,"Undirected"
"1144",20,324,2,"Undirected"
"1145",26,324,1,"Undirected"
"1146",3,325,1,"Undirected"
"1147",7,325,2,"Undirected"
"1148",9,325,1,"Undirected"
"1149",10,325,2,"Undirected"
"1150",11,325,1,"Undirected"
"1151",17,325,1,"Undirected"
"1152",19,325,1,"Undirected"
"1153",20,325,2,"Undirected"
"1154",23,325,2,"Undirected"
"1155",7,326,1,"Undirected"
"1156",9,326,1,"Undirected"
"1157",14,326,2,"Undirected"
"1158",19,326,2,"Undirected"
"1159",21,326,1,"Undirected"
"1160",27,326,1,"Undirected"
"1161",19,327,4,"Undirected"
"1162",9,328,1,"Undirected"
"1163",15,328,1,"Undirected"
"1164",20,328,1,"Undirected"
"1165",20,329,1,"Undirected"
"1166",1,330,1,"Undirected"
"1167",11,330,1,"Undirected"
"1168",14,330,1,"Undirected"
"1169",19,330,1,"Undirected"
"1170",20,330,1,"Undirected"
"1171",13,331,1,"Undirected"
"1172",14,331,1,"Undirected"
"1173",23,331,1,"Undirected"
"1174",25,331,1,"Undirected"
"1175",24,332,1,"Undirected"
"1176",2,333,1,"Undirected"
"1177",24,333,1,"Undirected"
"1178",3,334,1,"Undirected"
"1179",18,334,2,"Undirected"
"1180",26,334,2,"Undirected"
"1181",28,335,1,"Undirected"
"1182",9,336,1,"Undirected"
"1183",28,336,3,"Undirected"
"1184",28,337,1,"Undirected"
"1185",13,338,3,"Undirected"
"1186",28,338,1,"Undirected"
"1187",1,339,2,"Undirected"
"1188",3,339,1,"Undirected"
"1189",10,339,2,"Undirected"
"1190",11,339,2,"Undirected"
"1191",17,339,1,"Undirected"
"1192",25,339,1,"Undirected"
"1193",1,340,2,"Undirected"
"1194",3,340,1,"Undirected"
"1195",7,340,1,"Undirected"
"1196",10,340,4,"Undirected"
"1197",11,340,1,"Undirected"
"1198",14,340,1,"Undirected"
"1199",1,341,2,"Undirected"
"1200",3,341,1,"Undirected"
"1201",7,341,1,"Undirected"
"1202",10,341,3,"Undirected"
"1203",11,341,1,"Undirected"
"1204",14,341,1,"Undirected"
"1205",21,341,1,"Undirected"
"1206",23,341,1,"Undirected"
"1207",24,341,1,"Undirected"
"1208",26,341,1,"Undirected"
"1209",28,341,1,"Undirected"
"1210",3,342,1,"Undirected"
"1211",7,342,1,"Undirected"
"1212",3,343,2,"Undirected"
"1213",10,343,1,"Undirected"
"1214",11,343,2,"Undirected"
"1215",13,343,1,"Undirected"
"1216",23,343,1,"Undirected"
"1217",7,344,1,"Undirected"
"1218",18,344,1,"Undirected"
"1219",25,344,1,"Undirected"
"1220",1,345,2,"Undirected"
"1221",7,345,2,"Undirected"
"1222",10,345,2,"Undirected"
"1223",23,345,1,"Undirected"
"1224",26,345,2,"Undirected"
"1225",7,346,1,"Undirected"
"1226",3,347,2,"Undirected"
"1227",8,347,2,"Undirected"
"1228",12,347,1,"Undirected"
"1229",13,347,1,"Undirected"
"1230",14,347,1,"Undirected"
"1231",3,348,1,"Undirected"
"1232",9,348,3,"Undirected"
"1233",11,348,1,"Undirected"
"1234",14,348,3,"Undirected"
"1235",15,348,3,"Undirected"
"1236",20,348,4,"Undirected"
"1237",22,348,1,"Undirected"
"1238",25,348,2,"Undirected"
"1239",27,348,1,"Undirected"
"1240",9,349,2,"Undirected"
"1241",13,349,1,"Undirected"
"1242",14,349,1,"Undirected"
"1243",1,350,1,"Undirected"
"1244",7,350,1,"Undirected"
"1245",10,350,1,"Undirected"
"1246",11,350,1,"Undirected"
"1247",13,350,1,"Undirected"
"1248",14,350,1,"Undirected"
"1249",24,350,1,"Undirected"
"1250",28,350,1,"Undirected"
"1251",10,351,1,"Undirected"
"1252",2,352,1,"Undirected"
"1253",11,352,1,"Undirected"
"1254",14,352,1,"Undirected"
"1255",15,352,2,"Undirected"
"1256",19,352,2,"Undirected"
"1257",20,352,5,"Undirected"
"1258",21,352,1,"Undirected"
"1259",22,352,1,"Undirected"
"1260",26,352,1,"Undirected"
"1261",2,353,1,"Undirected"
"1262",8,353,1,"Undirected"
"1263",9,353,1,"Undirected"
"1264",11,353,3,"Undirected"
"1265",14,353,1,"Undirected"
"1266",15,353,9,"Undirected"
"1267",19,353,3,"Undirected"
"1268",20,353,6,"Undirected"
"1269",27,353,2,"Undirected"
"1270",11,354,1,"Undirected"
"1271",7,355,1,"Undirected"
"1272",13,355,8,"Undirected"
"1273",14,355,1,"Undirected"
"1274",28,355,1,"Undirected"
"1275",9,356,1,"Undirected"
"1276",14,356,1,"Undirected"
"1277",15,356,3,"Undirected"
"1278",18,357,1,"Undirected"
"1279",18,358,1,"Undirected"
"1280",19,358,3,"Undirected"
"1281",3,359,1,"Undirected"
"1282",9,359,1,"Undirected"
"1283",21,359,1,"Undirected"
"1284",22,360,1,"Undirected"
"1285",22,361,3,"Undirected"
"1286",22,362,1,"Undirected"
"1287",1,363,2,"Undirected"
"1288",7,363,2,"Undirected"
"1289",9,363,1,"Undirected"
"1290",10,363,3,"Undirected"
"1291",13,363,1,"Undirected"
"1292",15,363,1,"Undirected"
"1293",23,363,2,"Undirected"
"1294",28,363,1,"Undirected"
"1295",23,364,2,"Undirected"
"1296",24,365,3,"Undirected"
"1297",6,366,1,"Undirected"
"1298",24,366,1,"Undirected"
"1299",7,367,1,"Undirected"
"1300",24,367,1,"Undirected"
"1301",24,368,1,"Undirected"
"1302",25,369,2,"Undirected"
"1303",26,370,1,"Undirected"
"1304",26,371,2,"Undirected"
"1305",7,372,1,"Undirected"
"1306",8,372,1,"Undirected"
"1307",10,372,1,"Undirected"
"1308",14,372,1,"Undirected"
"1309",19,372,1,"Undirected"
"1310",26,372,1,"Undirected"
"1311",10,373,1,"Undirected"
"1312",26,373,3,"Undirected"
"1313",15,374,1,"Undirected"
"1314",22,374,1,"Undirected"
"1315",27,374,5,"Undirected"
"1316",4,375,1,"Undirected"
"1317",6,375,1,"Undirected"
"1318",21,375,1,"Undirected"
"1319",24,375,1,"Undirected"
"1320",28,375,1,"Undirected"
"1321",1,376,1,"Undirected"
"1322",10,376,2,"Undirected"
"1323",11,376,1,"Undirected"
"1324",17,376,1,"Undirected"
"1325",1,377,1,"Undirected"
"1326",10,377,1,"Undirected"
"1327",11,377,1,"Undirected"
"1328",24,377,1,"Undirected"
"1329",2,378,1,"Undirected"
"1330",1,379,1,"Undirected"
"1331",2,379,1,"Undirected"
"1332",10,379,1,"Undirected"
"1333",11,379,1,"Undirected"
"1334",14,379,1,"Undirected"
"1335",24,379,2,"Undirected"
"1336",3,380,1,"Undirected"
"1337",10,380,1,"Undirected"
"1338",19,380,1,"Undirected"
"1339",26,380,1,"Undirected"
"1340",5,381,1,"Undirected"
"1341",7,382,1,"Undirected"
"1342",8,383,2,"Undirected"
"1343",9,383,5,"Undirected"
"1344",11,383,1,"Undirected"
"1345",12,383,1,"Undirected"
"1346",28,383,1,"Undirected"
"1347",10,384,2,"Undirected"
"1348",7,385,1,"Undirected"
"1349",10,385,1,"Undirected"
"1350",1,386,2,"Undirected"
"1351",11,386,1,"Undirected"
"1352",13,386,1,"Undirected"
"1353",24,386,1,"Undirected"
"1354",11,387,1,"Undirected"
"1355",13,388,2,"Undirected"
"1356",14,388,1,"Undirected"
"1357",18,388,3,"Undirected"
"1358",25,388,2,"Undirected"
"1359",14,389,1,"Undirected"
"1360",23,389,1,"Undirected"
"1361",3,390,1,"Undirected"
"1362",13,390,1,"Undirected"
"1363",14,390,1,"Undirected"
"1364",22,390,2,"Undirected"
"1365",15,391,1,"Undirected"
"1366",17,392,1,"Undirected"
"1367",19,393,2,"Undirected"
"1368",7,394,2,"Undirected"
"1369",10,394,2,"Undirected"
"1370",19,394,2,"Undirected"
"1371",28,394,1,"Undirected"
"1372",21,395,1,"Undirected"
"1373",11,396,1,"Undirected"
"1374",13,396,1,"Undirected"
"1375",14,396,1,"Undirected"
"1376",23,396,5,"Undirected"
"1377",24,397,1,"Undirected"
"1378",3,398,1,"Undirected"
"1379",24,398,4,"Undirected"
"1380",3,399,1,"Undirected"
"1381",7,399,1,"Undirected"
"1382",9,399,1,"Undirected"
"1383",11,399,1,"Undirected"
"1384",14,399,1,"Undirected"
"1385",15,399,1,"Undirected"
"1386",19,399,1,"Undirected"
"1387",20,399,11,"Undirected"
"1388",26,399,6,"Undirected"
"1389",27,400,1,"Undirected"
"1390",27,401,1,"Undirected"
"1391",3,402,1,"Undirected"
"1392",19,402,1,"Undirected"
"1393",26,402,1,"Undirected"
"1394",27,402,1,"Undirected"
"1395",1,403,1,"Undirected"
"1396",10,403,1,"Undirected"
"1397",11,403,1,"Undirected"
"1398",1,404,2,"Undirected"
"1399",3,404,1,"Undirected"
"1400",5,405,1,"Undirected"
"1401",7,406,1,"Undirected"
"1402",3,407,1,"Undirected"
"1403",7,407,1,"Undirected"
"1404",8,407,1,"Undirected"
"1405",9,407,1,"Undirected"
"1406",11,407,1,"Undirected"
"1407",14,407,1,"Undirected"
"1408",20,407,1,"Undirected"
"1409",10,408,1,"Undirected"
"1410",10,409,2,"Undirected"
"1411",13,410,1,"Undirected"
"1412",14,410,1,"Undirected"
"1413",3,411,1,"Undirected"
"1414",7,411,1,"Undirected"
"1415",8,411,1,"Undirected"
"1416",13,411,2,"Undirected"
"1417",14,411,3,"Undirected"
"1418",15,411,1,"Undirected"
"1419",17,411,1,"Undirected"
"1420",27,411,1,"Undirected"
"1421",3,412,1,"Undirected"
"1422",13,412,3,"Undirected"
"1423",14,412,2,"Undirected"
"1424",8,413,2,"Undirected"
"1425",11,413,1,"Undirected"
"1426",19,413,3,"Undirected"
"1427",20,413,6,"Undirected"
"1428",25,413,1,"Undirected"
"1429",11,414,1,"Undirected"
"1430",20,414,1,"Undirected"
"1431",20,415,1,"Undirected"
"1432",26,415,1,"Undirected"
"1433",20,416,1,"Undirected"
"1434",24,416,1,"Undirected"
"1435",27,416,1,"Undirected"
"1436",1,417,1,"Undirected"
"1437",7,417,2,"Undirected"
"1438",10,417,1,"Undirected"
"1439",11,417,1,"Undirected"
"1440",14,417,1,"Undirected"
"1441",22,417,1,"Undirected"
"1442",27,417,1,"Undirected"
"1443",1,418,3,"Undirected"
"1444",7,418,1,"Undirected"
"1445",9,418,1,"Undirected"
"1446",10,418,2,"Undirected"
"1447",11,418,2,"Undirected"
"1448",24,418,2,"Undirected"
"1449",28,418,1,"Undirected"
"1450",1,419,1,"Undirected"
"1451",2,420,1,"Undirected"
"1452",2,421,2,"Undirected"
"1453",13,421,4,"Undirected"
"1454",14,421,1,"Undirected"
"1455",10,422,2,"Undirected"
"1456",11,422,1,"Undirected"
"1457",13,422,1,"Undirected"
"1458",25,422,1,"Undirected"
"1459",9,423,1,"Undirected"
"1460",18,423,1,"Undirected"
"1461",20,424,3,"Undirected"
"1462",20,425,1,"Undirected"
"1463",26,426,2,"Undirected"
"1464",7,427,1,"Undirected"
"1465",8,428,2,"Undirected"
"1466",8,429,2,"Undirected"
"1467",12,429,1,"Undirected"
"1468",1,430,4,"Undirected"
"1469",3,430,1,"Undirected"
"1470",9,430,1,"Undirected"
"1471",10,430,6,"Undirected"
"1472",11,430,1,"Undirected"
"1473",14,430,1,"Undirected"
"1474",10,431,4,"Undirected"
"1475",13,431,1,"Undirected"
"1476",10,432,1,"Undirected"
"1477",19,432,1,"Undirected"
"1478",10,433,1,"Undirected"
"1479",13,433,2,"Undirected"
"1480",14,433,1,"Undirected"
"1481",20,433,1,"Undirected"
"1482",13,434,2,"Undirected"
"1483",25,434,1,"Undirected"
"1484",28,434,1,"Undirected"
"1485",13,435,3,"Undirected"
"1486",14,435,1,"Undirected"
"1487",14,436,1,"Undirected"
"1488",14,437,4,"Undirected"
"1489",20,437,1,"Undirected"
"1490",17,438,1,"Undirected"
"1491",3,439,1,"Undirected"
"1492",7,439,1,"Undirected"
"1493",20,439,1,"Undirected"
"1494",20,440,1,"Undirected"
"1495",20,441,1,"Undirected"
"1496",22,442,1,"Undirected"
"1497",22,443,1,"Undirected"
"1498",22,444,1,"Undirected"
"1499",27,444,2,"Undirected"
"1500",22,445,1,"Undirected"
"1501",27,445,1,"Undirected"
"1502",3,446,1,"Undirected"
"1503",18,446,1,"Undirected"
"1504",23,446,1,"Undirected"
"1505",26,446,5,"Undirected"
"1506",1,447,2,"Undirected"
"1507",3,447,1,"Undirected"
"1508",10,447,2,"Undirected"
"1509",11,447,1,"Undirected"
"1510",14,447,2,"Undirected"
"1511",2,448,2,"Undirected"
"1512",3,449,1,"Undirected"
"1513",3,450,2,"Undirected"
"1514",9,450,1,"Undirected"
"1515",18,450,1,"Undirected"
"1516",7,451,1,"Undirected"
"1517",10,452,2,"Undirected"
"1518",10,453,1,"Undirected"
"1519",11,454,1,"Undirected"
"1520",27,454,1,"Undirected"
"1521",1,455,1,"Undirected"
"1522",3,455,2,"Undirected"
"1523",7,455,1,"Undirected"
"1524",10,455,2,"Undirected"
"1525",11,455,1,"Undirected"
"1526",14,455,1,"Undirected"
"1527",7,456,1,"Undirected"
"1528",14,456,1,"Undirected"
"1529",27,456,1,"Undirected"
"1530",5,457,1,"Undirected"
"1531",7,457,1,"Undirected"
"1532",9,457,1,"Undirected"
"1533",14,457,2,"Undirected"
"1534",8,458,1,"Undirected"
"1535",11,458,2,"Undirected"
"1536",14,458,4,"Undirected"
"1537",19,458,2,"Undirected"
"1538",20,458,5,"Undirected"
"1539",14,459,1,"Undirected"
"1540",14,460,1,"Undirected"
"1541",15,461,2,"Undirected"
"1542",26,461,1,"Undirected"
"1543",15,462,4,"Undirected"
"1544",19,463,3,"Undirected"
"1545",19,464,1,"Undirected"
"1546",20,464,2,"Undirected"
"1547",22,465,1,"Undirected"
"1548",11,466,1,"Undirected"
"1549",13,466,1,"Undirected"
"1550",14,466,1,"Undirected"
"1551",23,466,1,"Undirected"
"1552",27,467,1,"Undirected"
"1553",27,468,1,"Undirected"
"1554",2,469,1,"Undirected"
"1555",3,469,2,"Undirected"
"1556",7,469,3,"Undirected"
"1557",11,469,1,"Undirected"
"1558",14,469,1,"Undirected"
"1559",27,469,2,"Undirected"
"1560",10,470,1,"Undirected"
"1561",19,470,1,"Undirected"
"1562",28,470,1,"Undirected"
"1563",9,471,1,"Undirected"
"1564",1,472,1,"Undirected"
"1565",10,472,5,"Undirected"
"1566",1,473,1,"Undirected"
"1567",7,473,1,"Undirected"
"1568",14,473,1,"Undirected"
"1569",24,473,2,"Undirected"
"1570",1,474,1,"Undirected"
"1571",3,474,1,"Undirected"
"1572",20,474,3,"Undirected"
"1573",26,474,2,"Undirected"
"1574",1,475,1,"Undirected"
"1575",27,475,1,"Undirected"
"1576",2,476,1,"Undirected"
"1577",20,476,1,"Undirected"
"1578",25,476,1,"Undirected"
"1579",7,477,1,"Undirected"
"1580",15,477,1,"Undirected"
"1581",8,478,3,"Undirected"
"1582",13,478,2,"Undirected"
"1583",25,478,1,"Undirected"
"1584",9,479,1,"Undirected"
"1585",28,479,2,"Undirected"
"1586",2,480,1,"Undirected"
"1587",3,480,2,"Undirected"
"1588",9,480,2,"Undirected"
"1589",13,480,3,"Undirected"
"1590",14,480,2,"Undirected"
"1591",20,480,2,"Undirected"
"1592",25,480,1,"Undirected"
"1593",28,480,1,"Undirected"
"1594",2,481,1,"Undirected"
"1595",10,481,1,"Undirected"
"1596",19,481,1,"Undirected"
"1597",24,481,1,"Undirected"
"1598",3,482,1,"Undirected"
"1599",7,482,1,"Undirected"
"1600",10,482,5,"Undirected"
"1601",19,482,1,"Undirected"
"1602",20,482,2,"Undirected"
"1603",26,482,1,"Undirected"
"1604",3,483,1,"Undirected"
"1605",10,483,1,"Undirected"
"1606",13,484,1,"Undirected"
"1607",13,485,1,"Undirected"
"1608",3,486,1,"Undirected"
"1609",11,486,1,"Undirected"
"1610",13,486,3,"Undirected"
"1611",14,486,3,"Undirected"
"1612",23,486,1,"Undirected"
"1613",13,487,2,"Undirected"
"1614",25,487,1,"Undirected"
"1615",3,488,2,"Undirected"
"1616",10,488,1,"Undirected"
"1617",11,488,2,"Undirected"
"1618",13,488,3,"Undirected"
"1619",14,488,2,"Undirected"
"1620",23,488,1,"Undirected"
"1621",25,488,2,"Undirected"
"1622",15,489,2,"Undirected"
"1623",13,490,2,"Undirected"
"1624",16,490,1,"Undirected"
"1625",23,490,1,"Undirected"
"1626",19,491,1,"Undirected"
"1627",22,492,1,"Undirected"
"1628",10,493,1,"Undirected"
"1629",22,493,1,"Undirected"
"1630",2,494,2,"Undirected"
"1631",3,494,3,"Undirected"
"1632",7,494,2,"Undirected"
"1633",9,494,1,"Undirected"
"1634",10,494,2,"Undirected"
"1635",11,494,3,"Undirected"
"1636",12,494,1,"Undirected"
"1637",14,494,3,"Undirected"
"1638",16,494,2,"Undirected"
"1639",19,494,3,"Undirected"
"1640",20,494,2,"Undirected"
"1641",23,494,3,"Undirected"
"1642",26,494,5,"Undirected"
"1643",3,495,1,"Undirected"
"1644",9,495,1,"Undirected"
"1645",18,495,1,"Undirected"
"1646",23,495,1,"Undirected"
"1647",25,495,1,"Undirected"
"1648",24,496,1,"Undirected"
"1649",27,496,1,"Undirected"
"1650",7,497,1,"Undirected"
"1651",26,497,2,"Undirected"
"1652",26,498,2,"Undirected"
"1653",27,499,1,"Undirected"
"1654",8,500,3,"Undirected"
"1655",1,501,1,"Undirected"
"1656",9,501,1,"Undirected"
"1657",27,501,1,"Undirected"
"1658",28,501,1,"Undirected"
"1659",10,502,1,"Undirected"
"1660",11,502,1,"Undirected"
"1661",13,503,1,"Undirected"
"1662",14,504,1,"Undirected"
"1663",19,505,1,"Undirected"
"1664",22,506,1,"Undirected"
"1665",24,507,1,"Undirected"
"1666",27,508,1,"Undirected"
"1667",2,509,1,"Undirected"
"1668",3,509,1,"Undirected"
"1669",13,509,1,"Undirected"
"1670",15,509,2,"Undirected"
"1671",20,509,1,"Undirected"
"1672",22,509,8,"Undirected"
"1673",27,509,2,"Undirected"
"1674",28,509,1,"Undirected"
"1675",6,510,2,"Undirected"
"1676",11,510,1,"Undirected"
"1677",21,510,1,"Undirected"
"1678",28,510,1,"Undirected"
"1679",3,511,1,"Undirected"
"1680",6,511,1,"Undirected"
"1681",8,511,1,"Undirected"
"1682",28,511,3,"Undirected"
"1683",1,512,2,"Undirected"
"1684",3,512,1,"Undirected"
"1685",5,512,2,"Undirected"
"1686",7,512,1,"Undirected"
"1687",19,512,1,"Undirected"
"1688",20,512,2,"Undirected"
"1689",26,512,1,"Undirected"
"1690",7,513,1,"Undirected"
"1691",8,513,1,"Undirected"
"1692",1,514,1,"Undirected"
"1693",7,514,1,"Undirected"
"1694",9,514,1,"Undirected"
"1695",10,514,1,"Undirected"
"1696",11,514,1,"Undirected"
"1697",22,514,2,"Undirected"
"1698",23,514,1,"Undirected"
"1699",25,514,1,"Undirected"
"1700",9,515,2,"Undirected"
