Name,Type,Degree,Strength,Betweenness,Closeness,EV_linear,EV_log exp,EV_max
COTY,Organization,1,1,0,0.179422952758049,2.59517079385754E-06,0.0003734831576948,3.00746317673378E-07
COWI A/S,Organization,1,3,0,0.165524417811906,3.03343776595512E-06,0.0003418101127662,2.81425332442066E-06
CRH plc,Organization,1,1,0,0.198410308905883,2.69541160113053E-05,1.51630583348494E-07,1.47005038681362E-06
CRITEO TECHNOLOGY SERVICES,Organization,1,1,0,0.194508395105455,3.68595209776995E-05,7.54246419323553E-14,1.27560105732327E-05
CRU International,Organization,1,1,0,0.177873233028202,1.46437033765437E-06,0.0006899750431611,1.70779424456E-07
CSC – IT CENTER FOR SCIENCE LTD.,Organization,5,6,5.60918706791356E-13,0.205685902066223,0.0001424875753883,0.0112082339364844,0.0001183457685274
CSE COE,Organization,1,1,0,0.193698195285404,1.01218980058972E-05,3.54830799052508E-18,4.32470752083273E-06
"CSR Europe, The Business Network for Corporate Social Responsibility",Organization,9,13,1.31998456535911E-12,0.214193512439289,0.0052366027959898,0.0146724452744104,2.86668939251003E-05
Cabinet d'avocats SAMMAN,Organization,3,4,2.67752317618124E-13,0.208406747806601,0.0001049152999508,0.005905587560246,3.68409940667558E-05
Cairo Institute for Human Rights Studies,Organization,1,1,0,0.188281103319919,1.18812991398343E-05,5.84459328516508E-30,5.03744051787292E-07
"CaixaBank, S.A.",Organization,5,5,5.76103274176774E-13,0.203515304456778,5.49850630803366E-05,0.0036282945466292,1.36119856425735E-05
CaliberAI,Organization,1,1,0,0.186789870506394,1.22808077261202E-05,0.002952790485954,5.28347195779274E-06
Cambridge Institute for Sustainability Leadership,Organization,6,6,6.32141831725904E-13,0.22587279048132,0.0002308023920876,0.005343281149781,6.49158394985177E-05
Camilla Bursi,EU Member,70,75,3.62218989505784E-11,0.252244665842802,0.0021880978543959,0.0168996896823228,0.0001007875715894
Camilo Villarino,EU Member,8,8,4.95700193561091E-12,0.21565547483474,0.0003605465656251,0.0039421660921939,3.2594278756338E-05
Canada 20/20 Corporation,Organization,1,1,0,0.191893308485237,3.61957280307299E-05,0.0032688508286776,1.96678699908898E-06
Cancer Research UK,Organization,1,1,0,0.164417641481862,3.25934226935308E-07,7.5503427674628E-05,2.28389910589128E-07
Canon Europe Ltd.,Organization,1,1,0,0.212480769407928,0.0001224983938189,3.27887354005558E-10,5.38755861102148E-05
Capgemini Invent - the Netherlands,Organization,18,18,9.35118920050162E-12,0.259160215283318,0.0053643828071271,0.0028969238302583,0.0002634335826653
Capital International Management Company,Organization,4,4,3.56102037429432E-13,0.212261763433735,7.22133267258566E-05,0.0040851223137111,1.2687349601216E-05
Car Rental Coalition,Organization,4,5,3.94270691410132E-13,0.211003467171648,0.0013781675960769,0.0052122437646528,0.002001438404559
Car-Pass asbl,Organization,1,1,0,0.175176771704375,1.92359150652775E-06,0.0003390341809135,6.38376907772558E-07
Carbon Capture & Storage Association,Organization,1,1,0,0.1868413165164,8.01489571189695E-06,1.06765051505057E-06,8.25123463727111E-06
Carbon Engineering Ltd,Organization,2,2,3.40034173132047E-14,0.190262895229611,7.81779920876576E-06,0.0003746508140423,8.34203805731762E-07
Carbon Gap LTD,Organization,2,2,1.30853149409325E-13,0.195001733160863,3.43684605020718E-05,0.0009651452728324,2.2198168519552E-05
Carbon Market Watch,Organization,7,8,5.83531222114489E-13,0.239594045726988,0.0007593762942996,0.0019964406942768,4.37674330628605E-05
Cargill,Organization,6,6,1.67346326548759E-12,0.2173421407235,9.49251946922964E-05,0.0014329300738953,8.05377296545659E-06
Cargolux Airlines International S. A.,Organization,1,1,0,0.218238761626312,0.0001759534611336,3.81663442323431E-26,3.24320342027545E-06
Caritas Africa,Organization,1,1,0,0.212015920727279,3.59114581440718E-05,0,4.60669437168329E-06
Caritas Europa,Organization,30,32,1.69187518476404E-11,0.249732023950021,0.0081425599306574,0.0061949678762975,7.68934295969591E-05
Carl Zeiss AG,Organization,2,2,1.74221409129006E-15,0.218275937124417,0.0001055802780385,0,5.39157207541423E-05
Carlo Ratti Associati,Organization,1,1,0,0.177744384078912,1.64620340351083E-06,0.0005823354463333,4.87126016683383E-07
Carlos Morais-Pires,EU Member,17,18,5.72135382689388E-12,0.226267204253608,8.70126494848107E-05,0.0091672190904006,2.36140157845383E-05
Carlsberg Breweries A/S,Organization,3,3,2.82607935793114E-13,0.218718884832393,0.0002249182493192,0.0004817039004376,0.0001657970681384
Carlyle,Organization,1,1,0,0.180402493488616,7.1306408499008E-06,1.98171666123162E-05,3.13501328294367E-06
Carmen Preising,EU Member,38,44,1.20914812644223E-11,0.229632727019304,0.0003006146072658,0.0040955421241805,1.30143859958912E-05
Carnegie Climate Governance Initiative,Organization,2,2,3.05570532856362E-13,0.199570834018326,0.0001168658683675,0.0007246143378449,2.52666748547655E-06
Carnegie Europe,Organization,14,14,8.38798878628153E-12,0.242124269113278,0.0004189777083331,0.0022326629495266,0.0001988707792762
Carnegie Europe Foundation,Organization,1,1,0,0.177648553933839,4.97816451593704E-06,0.0005481606522442,2.59508119119557E-06
Carole Mancel-Blanchard,EU Member,21,21,1.1935838327203E-11,0.230915552885819,0.0005232396239169,0.0089874249989977,8.44124826824968E-05
Caroline Boeshertz,EU Member,68,70,3.92520809330581E-11,0.25622368611071,0.0019367741538493,0.0193768894022271,0.0001217411431225
Carsten Schierenbeck,EU Member,7,8,2.06333499789019E-12,0.215820943006054,7.80683407919905E-05,0.0060532199143298,8.82122224668154E-06
Cassa Depositi e Prestiti s.p.a.,Organization,6,7,9.17901708078041E-13,0.201520248132454,3.03251825652954E-05,0.0037872825802448,3.30504067134143E-06
Caterpillar Distribution Services Europe bv,Organization,1,1,0,0.23638227004868,0.0004789403509814,0,4.41366405336837E-06
Catherine Geslain-Lanéelle,EU Member,61,66,2.84076469246461E-11,0.216128337034642,0.000336881150443,0.002797313116411,1.0506394952659E-05
Catherine Sustek,EU Member,22,26,9.91552432534888E-12,0.228608525864034,0.0002089803398238,0.0040326036207669,7.02806923321206E-05
Cattaneo Zanetto & Co.,Organization,2,2,1.57888619758422E-13,0.189388029921092,1.4501589607963E-05,6.69017640580937E-05,8.20899111945176E-07
Cboe Clear Europe N.V.,Organization,3,3,2.47934612680458E-14,0.194305210395518,2.17830811869607E-05,4.01989445888982E-08,7.76317985934046E-06
Cboe Europe,Organization,4,4,2.17634507390832E-13,0.197655386355651,2.25866432744101E-05,4.67210612319358E-05,8.80779987524682E-06
CboeEurope,Organization,1,1,0,0.188938129213529,8.10494584475273E-06,1.2953392657481E-12,3.13501328294376E-06
Celanese Europe B.V.,Organization,1,1,0,0.177318050078031,6.25179559985417E-07,6.89028382853685E-78,1.04319487641365E-07
Cellnex Telecom S.A.,Organization,1,1,0,0.178713941469538,4.98640502923347E-06,0.002257863781448,2.57545220252917E-06
Cellular Agriculture Europe,Organization,1,1,0,0.184894225913248,1.30503644330131E-05,0.0009625659322688,8.5918293859166E-07
Center for Cybersecurity Policy and Law,Organization,3,3,4.0116177214363E-14,0.184344504032161,1.10016937743525E-05,0.0011069353819298,2.37252164682028E-06
Center for European Policy Analysis,Organization,4,5,4.96483360841715E-13,0.195866133374095,4.20642365481688E-05,0.0070424701351224,1.10983872020912E-05
Center for Global Development,Organization,2,2,1.31699212061006E-13,0.18388009726153,4.1875719998172E-06,0.0004172744179058,5.18068606153768E-07
Center for Humane Technology,Organization,3,3,1.11639201796025E-13,0.199913326110509,0.0013510065798719,0.0085814325661279,0.0019947187543552
Center for International Environmental Law,Organization,6,6,2.64797923623097E-13,0.243782566877702,0.0012129477342946,3.95390494213868E-16,6.89093544945982E-05
"Center for Reproductive Rights, Inc.",Organization,5,5,1.11382033536411E-12,0.206027637091227,9.95580161755217E-05,0.0004206360384744,1.40105827081582E-05
Center for Strategic and International Studies,Organization,7,9,2.60021873964097E-12,0.206844290595378,0.000276264686206,0.0113104679479725,3.34112473074333E-05
Central Denmark EU Office,Organization,1,1,0,0.179470420255686,5.00705664609136E-05,7.73179081588393E-05,6.72326943448811E-05
Central Europe Energy Partners,Organization,4,5,8.49540533793294E-13,0.231054345103932,0.0034289702530893,0.0007928891601809,2.65017717109531E-05
Central European University,Organization,2,2,3.06930571747278E-14,0.181107926661694,1.38722081960434E-05,0.0024687073047698,5.03901897436707E-06
Centrale Générale des Syndicats Libéraux de Belgique,Organization,1,1,0,0.228355031929112,0.0013243399598534,0,1.27902581890419E-05
Centre Condorcet,Organization,1,1,0,0.185286344320108,8.6607243393492E-06,0.0002714717925221,6.61992872351076E-07
Centre National d'Etudes Spatiales,Organization,1,1,0,0.171886993523963,2.36367795326245E-06,0.0013874771410682,2.04314694408187E-07
Centre National de Coopération au Développement- 11 11 11,Organization,2,2,1.99163788385206E-15,0.215148547175971,0.000156820191248,0,3.45428621734463E-05
Centre National de la Recherche Scientifique,Organization,1,2,0,0.176625544656053,4.48033328589295E-06,0.0014492271855631,4.03480252807082E-07
Centre de coopération internationale en recherche agronomique pour le développement,Organization,2,2,2.8917105737439E-13,0.19518985842071,3.19680948066341E-05,0.0004171828285879,2.05597452529187E-06
Centre de liaison des industries transformatrices de viande de l'UE,Organization,14,14,4.93463128154514E-12,0.23642103752601,0.0033116411436202,0.0010442204831211,7.62078598540916E-05
Centre européen Robert Schuman,Organization,1,1,0,0.163055388639497,1.83775538758573E-07,1.15641148978637E-05,1.36407525864843E-08
"Centre for Democracy & Technology, Europe",Organization,13,14,3.57906448407283E-12,0.243037627893744,0.003364617651205,0.0159794779262551,0.0041167119462009
Centre for European Policy Studies,Organization,16,17,1.14317491900094E-11,0.245735715579421,0.0002289432396376,0.0159238404636835,2.58977496691842E-05
Centre for European Reform,Organization,12,12,4.3039819234509E-12,0.22753953456253,0.0002155726341811,0.009828454633225,5.17422170965639E-05
Centre for Fine Arts,Organization,1,1,0,0.163055388639497,1.83775538758573E-07,1.15641132844153E-05,1.36407525864843E-08
Centre for Information Policy Leadership at Hunton Andrews Kurth LLP,Organization,1,3,0,0.190630862942484,0.0039857199338229,0.0094205458380695,0.0059560873690155
Centre for Trade and Economic Integration,Organization,1,1,0,0.18005886164391,3.38836224098841E-06,0.0004916307514436,6.74321096053593E-07
Centre for security analysis and prevention,Organization,1,1,0,0.177648553933839,4.97816451593704E-06,0.0005481607100548,2.59508119119557E-06
Centre on European Relations (Scotland),Organization,1,2,0,0.192225954045788,0.0001571984110929,0.0020027004358539,4.64979947593255E-06
Centre on Regulation in Europe,Organization,11,12,2.98599380470069E-12,0.235898747123498,0.0004286890626205,0.0092979493555358,9.14933274858845E-05
Centrient Pharmaceuticals,Organization,4,4,1.65757751499113E-13,0.192743195701405,2.13358743279231E-05,0.0024281702478884,3.07656732675342E-06
Centro Tecnológico del Mar - Fundación CETMAR,Organization,3,3,9.07706548177536E-15,0.227306323974337,0.002837735800128,0,3.86350780019124E-05
Centrum Innowacyjnej Edukacji,Organization,1,1,0,0.178672409385627,2.06356266135726E-06,0.0010619347805516,4.2486312054826E-07
Cerberus European Capital Advisors LLP,Organization,1,1,0,0.180402493488616,7.09985985476149E-06,9.90853103818365E-06,3.13501328294367E-06
Cercle Europe et Economie Sociale,Organization,1,1,0,0.182972782154105,0.0001763698529988,4.4569160573842E-08,8.10352214601005E-06
Cercle Europe et Technologies du Futur,Organization,1,1,0,0.193779562620246,0.0013294774716613,1.09590149751971E-06,0.0019853624563385
Cercle des Délégués Permanents Français,Organization,3,3,1.43255432130721E-13,0.19625611572006,1.86257359794987E-05,0.0016929255559926,1.31491751217647E-06
Cercle des Réseaux européens,Organization,9,9,2.8003639002574E-12,0.235498922820882,0.0015746296407547,0.0050661389890717,0.0020308133694263
Chamber of Commerce and Industry of Serbia,Organization,1,2,0,0.166802866709576,5.39514550493521E-07,0.0002841869699715,1.78160353948895E-08
Chamber of Commerce of the United States of America,Organization,15,18,5.63008394563649E-12,0.237145412858186,0.0002499916768588,0.0157691652901851,6.30566734450579E-05
Chambers Ireland,Organization,3,3,1.51769286853868E-13,0.211611328752167,0.0013104773942651,1.56868522769E-06,8.83534106808155E-06
Chambre de Commerce du Grand-Duché de Luxembourg,Organization,2,2,5.13123061877602E-15,0.191266346576444,0.0012468888489691,2.58093893130003E-08,7.89413975813776E-06
Chambre des Métiers du Grand-Duché du Luxembourg,Organization,3,3,2.34845846095574E-14,0.209322164644384,0.000819185805262,2.84434255705957E-15,3.91882589684818E-05
Chambre des salariés,Organization,6,6,1.51375373424854E-13,0.20584009352717,0.0037240624597137,0.003070675701023,4.83007781981546E-05
Chanel Limited,Organization,4,4,3.76763414922126E-14,0.215160589184601,0.0024949628767648,0,3.91129246145112E-05
Change Finance Coalition,Organization,1,1,0,0.185820745216516,9.68906404833104E-06,0.0023744081545679,1.61513154654495E-06
Chantiers de l'Atlantique,Organization,2,2,8.54141620186077E-15,0.207245738725706,0.000286577665929,5.72671542380809E-11,3.25431421204526E-05
ChargeUp Europe,Organization,10,11,2.06529022693055E-12,0.233699782157151,0.00267046695338,0.0159713184279633,0.000222934850023
Charita Česká republika,Organization,4,4,7.18862836167539E-15,0.178181031619118,3.95492720639029E-05,0,4.67485160921318E-06
Charlina Vitcheva,EU Member,30,33,2.22216326013902E-11,0.21585729928032,9.42377921320205E-05,0.0014836824063476,3.80223427519835E-06
Charmaine Hili,EU Member,10,10,2.52287064674263E-12,0.233401807308163,0.0004737585685922,0.0058212851685958,8.3138598793587E-05
Chartered Accountants Ireland,Organization,2,2,3.99185105634722E-14,0.187278233827816,9.93448876772782E-06,0.0024951218398667,1.66720553391698E-06
Chatterbox Labs Limited,Organization,1,4,0,0.190630862942484,0.0053247711700498,0.0125607288362334,0.007941449825354
Chefcab,Organization,1,1,0,0.19108570481753,0.0017370257707553,2.16506972346275E-06,4.40828487166094E-06
Chelgate Limited,Organization,1,1,0,0.177032244199345,1.5379842377774E-06,1.00082850442774E-48,1.26235578523815E-07
Chelsea E Phipps Ltd,Organization,1,1,0,0.185417420314321,4.44576153565223E-06,1.86336007726709E-06,4.3348529230943E-06
Chemical Industry Federation of Finland (Kemianteollisuus ry),Organization,1,1,0,0.170436491808851,3.35701062693071E-07,3.61425577854742E-05,2.29026137337399E-07
"Chemicals, Health and Environment Monitoring Trust",Organization,18,18,2.84462450215355E-12,0.245421946989285,0.0015562363974994,0.0004424547682083,0.000108327118994
"Cheniere Energy, Inc.",Organization,2,5,6.03645669193686E-15,0.194744885466535,2.93064252277072E-05,0.0036711732465896,3.59319991379679E-06
Chevron Belgium BV,Organization,2,2,1.74358963046561E-15,0.201767047194156,3.77989394149567E-05,1.98328152070519E-09,8.16107720357531E-07
Chiara Salvelli,EU Member,8,8,2.15473212642933E-12,0.219488985107294,0.000125918390438,0.0039191770556993,0.0001029322755356
Chiesi Farmaceutici SpA,Organization,1,1,0,0.177230849616954,1.2261305896689E-06,0.0004902379134398,2.91756473122661E-07
ChildFund Alliance,Organization,4,4,1.25829210549644E-14,0.187512702735661,6.56390718583083E-05,0,6.93379847069179E-07
Childhood Cancer International - Europe,Organization,1,1,0,0.179764159398942,4.8670499297996E-06,3.98477186994902E-75,5.74008937087685E-07
China Chamber of Commerce to the EU,Organization,4,4,6.25056021085905E-13,0.215220819453387,0.0014502752163716,0.0009820413968542,0.00199739687363
China-Europe Association for Technical and Economic Cooperation,Organization,1,1,0,0.17651740684335,2.07372237251017E-06,0.000293846466692,2.82386529308302E-07
Chris Uregian,EU Member,54,57,2.86162437333354E-11,0.241885585443868,0.0005914289322344,0.0129679926903449,0.0003762765178369
Christelijk Nationaal Vakverbond Vakcentrale,Organization,3,3,1.51146382606916E-13,0.217207055344716,0.0001297254166711,1.12856099768104E-75,7.33151015752278E-06
Christian Aid Ireland,Organization,2,2,6.4163898633013E-15,0.204518651852771,3.0537644811019E-05,1.21215101831579E-32,9.21340738587396E-06
Christian Danielsson,EU Member,3,3,4.38448345551358E-13,0.182497923013016,1.16230646063374E-06,0.0006510516026406,1.56969956518479E-07
Christian Solidarity Worldwide,Organization,1,1,0,0.163237719130626,2.24820124872753E-07,0,5.4028372356692E-08
Christiane Canenbley,EU Member,58,65,2.12776320609341E-11,0.249483510183773,0.0395966629195386,0.02408601495264,0.0520104392134804
Christiane Kirketerp De Viron,EU Member,15,16,8.80492654129898E-12,0.222495538513481,8.93822958783817E-05,0.0046098138104409,5.2146031963322E-05
Christina Holm Eiberg,EU Member,11,12,2.8923722185429E-12,0.206311439484065,0.0014547521444096,0.0011719932982744,0.0020444198553233
Christoph Nerlich,EU Member,175,199,7.28830647785868E-11,0.265508627735378,0.320798447830595,0.0098276293711286,0.0012245851702471
Churches' Commission for Migrants in Europe,Organization,3,3,1.75866662374686E-13,0.179492766593256,1.7224713405211E-05,0.0006615815400784,1.09831915663167E-06
Cia - Agricoltori italiani,Organization,4,4,2.61073040431216E-13,0.200493737015499,5.09818306108297E-05,0.0046453511566682,3.12752124624395E-06
Cicero Consulting Limited,Organization,2,2,2.97558453361204E-14,0.185817751174201,3.38391724657068E-05,0.0008934795042873,4.28965208580021E-05
Circle Internet Financial,Organization,1,1,0,0.180399671502874,7.06934732571802E-06,0.0031324622659053,3.13501328294367E-06
Cisco Systems Inc.,Organization,21,24,1.14875652284123E-11,0.254184988042891,0.0048040022609063,0.0130866666100123,0.0022893636565079
Citadel LLC,Organization,6,6,1.50205283854779E-13,0.19885849276212,5.96350565608337E-05,0.000860247282253,3.37078372270499E-05
Citigroup Inc.,Organization,20,26,6.2983903488861E-12,0.223171522288125,0.0002151661337704,0.0307259669793251,5.31703303062983E-05
Citizens Assembly,Organization,1,1,0,0.213764724418206,7.2302949231932E-05,0,4.84655950740488E-06
Citizens Association Institute for Human Rights,Organization,1,1,0,0.135613450220192,2.31543523350574E-09,2.72734701450909E-06,6.54627213043233E-11
Citizens' Climate Europe,Organization,3,5,1.23288095466367E-13,0.197361102792063,0.0001872632389359,0.003505525608315,5.79812083776236E-06
City of London Corporation,Organization,4,6,1.31103004140356E-13,0.193535665438801,4.19248548426382E-05,0.0063945587519029,1.58567922959651E-05
Civil Liberties Union for Europe,Organization,10,10,2.65987311615562E-12,0.212332108960019,0.000170456337568,0.0046960471104343,4.09602564294633E-05
Civil Rights Defenders,Organization,2,3,8.92801761366292E-14,0.170376060926154,7.5494998056185E-07,0.0001382382448979,1.10969177867316E-07
Civil Society Europe,Organization,12,12,4.05908339978068E-12,0.222817949089504,0.0015957519277786,0.0008405374469814,0.00204200315738
Clarios Germany GmbH & Co. KG,Organization,2,2,4.95531126025009E-14,0.187044350555092,2.07292870661552E-05,0.0009112863575272,6.31235519650692E-07
Clarisse Albert,EU Member,1,1,0,0.184332717958554,1.71405009163948E-05,1.66862242159999E-35,5.11681101050354E-06
Classifieds Marketplaces Europe,Organization,2,2,5.24127485822796E-14,0.199657211118132,0.0013459579514122,0.00317589140405,0.0019921256606639
Claude Bocqueraz,EU Member,11,11,5.74059083450016E-12,0.217424092455907,6.66768022156397E-05,0.0023284490141053,2.98962818891254E-05
Claudia de Castro Caldeirinha,Organization,2,2,3.45441354634351E-13,0.182764003454806,3.16321320710551E-05,0.0002616719568034,4.24318773957944E-05
Clean Air Action Group (Levegő Munkacsoport),Organization,2,2,1.99618521167536E-15,0.208821851828379,3.99035086988366E-05,0,1.50469600932644E-06
"Clean Air Task Force, Inc.",Organization,5,5,5.80147451247477E-13,0.220352908581965,0.0001579932127122,0.0029835363518161,6.23130995494435E-06
Clean Clothes Campaign / Stichting Schone Kleren Kampagne,Organization,23,23,1.10184146119103E-11,0.250573064346163,0.0031740033380331,0.0035000447385562,0.0022565912928483
Clean up the Internet,Organization,1,1,0,0.190630862942484,0.001323365147213,0.003140182272559,0.0019853624563385
Cleantech ForEst Mittetulundusühing,Organization,1,1,0,0.203864273150726,6.67465603523698E-05,0,1.70107165648093E-05
Cleantech for Europe,Organization,4,4,2.66794986413511E-13,0.205656558451401,5.88610461732595E-05,0.0054451413252888,2.54421329282622E-05
"Clearpay, S.A.U.",Organization,1,1,0,0.169206165222686,1.65264493466498E-05,6.04998955389288E-05,2.45533413942122E-05
Clever Cloud,Organization,1,1,0,0.172899753375162,1.19429911444729E-05,4.27627704133003E-48,1.66693844740038E-05
ClientEarth AISBL,Organization,80,82,6.0031272716701E-11,0.268832243551639,0.0037363476754047,0.0105251034517159,0.0004098904076483
Climate Action Network Europe,Organization,71,79,1.11847549378427E-10,0.289154662955859,0.0065500283130986,0.0190477254644621,0.0004426903777753
Climate Alliance of European cities with indigenous rainforest peoples,Organization,1,1,0,0.197872431690473,1.97411259986309E-05,1.03887656791281E-18,1.2257376945923E-07
Climate Bonds Initiative Europe,Organization,3,4,1.58814120144676E-13,0.194981951594769,2.42221342596381E-05,0.004486736855453,2.7334399082932E-06
Climate Cleanup Foundation,Organization,1,1,0,0.192229158158801,7.85992055464829E-05,2.86970068136361E-38,2.32489973796627E-06
Climate Disclosure Standards Board,Organization,4,4,5.1158505933723E-13,0.235826389243904,0.0005203493175805,0.0031179457799381,5.02073098890512E-05
Climate Leadership Coalition,Organization,5,6,4.72654137164144E-13,0.220045984029613,0.0001383827817658,0.0087371935647314,7.63617346557149E-06
Climate Strategies,Organization,2,2,7.07490344284972E-14,0.190548969391549,4.30066212724309E-05,0.0012934570630875,1.28019024180969E-06
Climate Strategy,Organization,9,9,2.10420052256951E-12,0.243365866525983,0.0002695335170101,0.0019744147089098,9.57511192586774E-06
Climate-KIC Holding BV,Organization,3,3,1.43627163069009E-13,0.221138819378529,0.000120637884686,0.0029709547346959,4.55047997789107E-06
ClimateView AB,Organization,1,1,0,0.169419939621422,1.7291321773532E-07,9.34660663295461E-05,3.52476566406439E-08
Closing the Loop B.V.,Organization,1,1,0,0.191076206807996,3.02675710772282E-05,0.0007275240284371,1.77171054525168E-06
Cloud Communications Alliance,Organization,1,1,0,0.186789870506394,1.22808077261202E-05,0.0029527905813638,5.28347195779274E-06
CloudFerro sp. z o.o.,Organization,2,2,6.81502451742588E-16,0.223873353586924,0.0006113471912151,0,5.01094335788156E-05
Cloudflare,Organization,4,4,1.71747278982395E-13,0.231207209374593,0.002110178264619,0.0055265367984997,0.0021001435896199
Clúster Bananero del Ecuador,Organization,1,1,0,0.170913887262784,8.3290133898091E-07,2.32961893836965E-76,3.08962352629004E-08
Coalition Clean Baltic,Organization,4,4,4.10523634995343E-14,0.210211168123365,9.65666090840739E-05,0.0012490288613193,3.45323663532877E-06
Coalition for App Fairness,Organization,2,2,1.87626829563679E-14,0.189040332429043,0.0001544618858405,0.0026082430648793,0.0001907481237644
Coalition for Epidemic Preparedness Innovations,Organization,6,12,7.03012844019378E-13,0.203817434719215,8.00922256902018E-05,0.0170820859289017,1.23779008798994E-05
Cobalt Institute,Organization,8,9,1.77642107391019E-12,0.218495116660193,0.0001049381349578,0.0062471329893096,3.96070388715858E-05
"Cogniware, s.r.o.",Organization,1,1,0,0.177648553933839,4.97816451593704E-06,0.000548160622655,2.59508119119557E-06
Coinbase,Organization,2,3,2.42313547688646E-14,0.188904086028551,1.96842718012421E-05,0.0070917405914551,7.76317985934029E-06
Colegio de Registradores de España,Organization,2,2,2.47968092540635E-14,0.178528580827431,2.22677203085518E-06,0.0007638772517224,5.42309528574562E-07
Colin Scicluna,EU Member,20,20,1.16255846954549E-11,0.230435694803832,0.0005732498586204,3.38708226731075E-05,9.76805476125806E-05
Collectif pour un service civique européen,Organization,1,1,0,0.136164259022026,1.06085167501257E-08,6.05886145992848E-06,1.85766662301442E-10
Collective Leadership Institute gGmbH,Organization,1,1,0,0.216562602694709,5.35440713286634E-05,0,1.44908741336087E-05
Colt Technology Services,Organization,4,4,1.4415661288523E-14,0.21891401941895,0.0009381714336649,0,9.822254731112E-05
Combat Antisemitism Movement,Organization,1,1,0,0.166463383829271,3.57431381547882E-07,5.21961455373228E-05,4.97010225326057E-08
Comissão Central de Trabalhadores da Petrogal,Organization,1,1,0,0.171557142325858,1.19565084400431E-06,9.40864587212694E-08,6.91060726293936E-08
Comité Académico Técnico de Asesoramiento a Problemas Ambientales,Organization,1,1,0,0.181947983307959,6.39493769955776E-06,0.0021086988682888,9.97118714866718E-07
Comité Européen de Coordination Acting for Social Inclusion,Organization,1,1,0,0.19272386968474,0.0008388513261138,3.79727455642102E-13,2.46561812364991E-06
Comité Européen des Entreprises Vins,Organization,6,6,5.2241259798289E-13,0.203979659518019,2.25716287647352E-05,0.0001703754587262,7.80953882763683E-07
Comité Lapin Interprofessionnel pour la Promotion des Produits,Organization,2,2,3.21971410899917E-14,0.179431327550663,2.49121951492104E-06,5.55144639339205E-09,3.130147794699E-07
Comité National des Interprofessions des Vins à appellation d’origine et à indication géographique,Organization,2,2,1.71445725598022E-14,0.178520290090634,2.78101647153237E-06,0.0003504407084502,3.04676621905185E-07
Comité Régional des pêches maritimes et des élevages marins de Bretagne,Organization,1,1,0,0.161017836573702,1.99222741404375E-07,2.99594640669418E-05,8.05681183737357E-09
"Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E.",Organization,9,12,1.76495653378144E-12,0.20914754128091,2.73167986017921E-05,0.0012978179915569,2.96843854552876E-06
Comité national des pêches maritimes et des élevages marins,Organization,6,7,4.68990549804598E-13,0.19820570770566,4.89336958635654E-05,0.0026353635400797,3.32023477434372E-06
Commerzbank AG,Organization,15,18,2.84025037638204E-12,0.22595687569188,0.0002403376986941,0.015274399181808,5.12213258560406E-05
Commissariat à l'Energie atomique et aux énergies alternatives,Organization,10,11,2.79470863786286E-12,0.239823238887445,0.0033898023435034,0.0052877939064136,0.0001052764161548
Commissie Meijers,Organization,1,1,0,0.158258029545158,2.94490169241596E-07,2.78685085456344E-05,6.34748118746222E-08
Committee of the Representatives of the Orthodox Churches in European Union,Organization,4,4,4.86048080480697E-13,0.198038929482171,5.72194924655611E-05,7.87511177803991E-05,2.14343686861307E-06
Committee to Protect Journalists,Organization,15,23,2.38391399163728E-12,0.218408219307798,0.0002997766247941,0.0136257758175149,8.74153518540101E-05
Common Consultancy,Organization,1,1,0,0.159828426107504,7.02560470112901E-08,7.08769201607561E-05,3.08360585854044E-08
Common Futures. Energy Transition Specialists B.V.,Organization,5,8,2.56947479830223E-13,0.21110002654195,0.0002622734373515,0.0044052998364527,7.81038951138288E-06
Common Sense Media,Organization,4,4,2.19013067521936E-13,0.210368384089893,0.0016741560046442,0.0082003717482418,0.0020901342735618
Commonwealth Local Govenment Forum,Organization,2,2,4.67444772214111E-14,0.213661753943919,6.14803464871976E-05,0,5.10077320944075E-06
Community Land Trust Bruxelles,Organization,1,1,0,0.157059684723026,5.05606460396235E-08,4.86238802861902E-08,1.21604422575423E-08
Community of European Railway and Infrastructure Companies,Organization,15,23,7.91141623605043E-12,0.244014684256742,0.0017215584509053,0.0224466553377121,0.0001015986391212
Comodule OÜ,Organization,1,1,0,0.203864273150726,6.67465603523698E-05,0,1.70107165648093E-05
Compagnie Nationale des Conseils en Propriété Industrielle,Organization,1,1,0,0.175176771704375,1.92359150652775E-06,0.0003390341915111,6.38376907772558E-07
Compagnie Nationale du Rhône,Organization,2,2,6.97687386319306E-14,0.185414439254966,5.89969777982421E-06,0.000919827440638,9.2350218787198E-07
Compagnie de SAINT-GOBAIN,Organization,11,11,4.95190573263745E-12,0.254690208809532,0.0011405791248407,0.0040806747173753,0.0001164291102223
Compassion in World Farming International,Organization,12,15,3.09408008078251E-12,0.236687908547035,0.0002598704964638,0.0056166097764195,6.25759494833081E-05
Computer & Communications Industry Association,Organization,9,10,9.46462462198366E-13,0.208750033939416,0.0057411036283941,0.0124320731488298,0.0080411347230788
Concern Worldwide,Organization,2,2,1.60233585971262E-15,0.196557160509608,3.28843661529236E-05,0,9.21338856336038E-06
