Name	City	Country
METROPOLE EUROPEENNE DE LILLE	Bruxelles	BELGIUM
Asociación Nacional de Empresas de Aguas de Bebida Envasadas		
BANCO DE SABADELL, S.A.		
Asociatia Code for Romania - Codeaza pentru Romania	Alicante	SPAIN
Tallano Technologie	Bucharest	ROMANIA
aditus foundation		
Round Table on Responsible Soy Association (RTRS)	Hamrun	MALTA
UIRR, International Union for Road-Rail Combined Transport	ZURICH	SWITZERLAND
Federation belge de la viande	Brussel	BELGIUM
Fairtrade Deutschland e.V.		
Youth Alliance - Krusevo	Cologne	GERMANY
Tijdelijke Handelsvennootschap iLand		
UNIÓN GENERAL DE TRABAJADORES DE ESPAÑA		
Rio Tinto	MADRID	SPAIN
ASD-Eurospace	London	UNITED KINGDOM
FUNDACIÓN RENDEMENTO ECONÓMICO MÍNIMO SOSTIBLE E SOCIAL	PARIS	FRANCE
Federacion Latinoamericana de Ciudades, Municipios y Asociaciones de Gobiernos Locales	A Coruña	SPAIN
Action and Protection League	Naucalpan de Juárez	MEXICO
Zero Waste Europe	Budapest	HUNGARY
Global Refugee Sponsorship Initiative	Haarlem	NETHERLANDS
PowerShift - Verein fuer eine oekologisch-solidarische Energie- & Weltwirtschaft e.V.		
National Geographic Society	Berlin	GERMANY
Nesta	Washington, DC	UNITED STATES
Global Initiative for Digital Empowerment	London	UNITED KINGDOM
Skydda Skogen	Sydney	AUSTRALIA
Conscience Consulting	Göteborg	SWEDEN
UL GmbH	Brussels	BELGIUM
Johann Wolfgang Goethe-Universität Frankfurt am Main	Schwerzenbach	SWITZERLAND
Association des yaourts & laits fermentés vivants	Frankfurt am Main	GERMANY
Xynteo		
DemocracyNext		
Bayerischer Bankenverband e. V.	Paris	FRANCE
Radio France	München	GERMANY
AXA XL	Paris	FRANCE
European Parliamentary Forum for Sexual & Reproductive Rights	Hamilton	BERMUDA
Rise for Climate Belgium	Brussels	BELGIUM
Lov Group Invest		
GreenBuzz Bern		
Young European Research Universities Network		
FEDERATION FRANCAISE DE LA PARFUMERIE SELECTIVE	Brussels	BELGIUM
World Wide Fund for Nature - Greece		
EuroMed Rights / EuroMed Droits	Athens	GREECE
Detailhandel Nederland	Copenhague	DENMARK
Internet Watch Foundation		
RTL Deutschland GmbH	Histon	UNITED KINGDOM
NASDAQ	Köln	GERMANY
Pro Silva Europa	Stockholm	SWEDEN
Kraftkvinnorna	Feldkirchen	AUSTRIA
FONDATION ROBERT SCHUMAN	Stockholm	SWEDEN
CARE France	PARIS	FRANCE
International Cocoa Initiative	Paris	FRANCE
Talga Group Ltd	Châtelaine	SWITZERLAND
Future Internet PPP Advisory Board	WEST PERTH	AUSTRALIA
The Boston Consulting Group GmbH		
Adevinta ASA		
Alecta Tjänstepension Ömsesidigt	Oslo	NORWAY
Business Bridge Europe	Stockholm	SWEDEN
Centrale Générale des Syndicats Libéraux de Belgique	Bruxelles	BELGIUM
Shipyards' and Maritime Equipment Association of Europe	Bruxelles	BELGIUM
Payments Europe	Brussels	BELGIUM
Vlaamse Radio- en Televisieomroeporganisatie	Brussels	BELGIUM
Stichting Health Action International		
Catalan Audiovisual Council (Consell de l'Audiovisual de Catalunya)	Amsterdam	NETHERLANDS
Belron International Limited		
Západoslovenská distribučná, a.s.	Egham	UNITED KINGDOM
Istituto per la Competitività	Bratislava	SLOVAKIA
HERR & SPEER	Roma	ITALY
Association of European Research Establishments in Aeronautics	Berlin	GERMANY
NEW AREVA HOLDING SA	Amsterdam	NETHERLANDS
spiritsEUROPE		
European Health Management Association asbl	Bruxelles	BELGIUM
BirdLife Suomi - BirdLife Finland	Brussels	BELGIUM
FIBA Europe e.V.	Helsinki	FINLAND
EIT Food ivzw	Munich	GERMANY
Public Affairs Community of Europe	Leuven	BELGIUM
Progressive Policy Institute	Brussels	BELGIUM
Gibbels Public Affairs	Washington	UNITED STATES
Holcim Ltd	Brussels	BELGIUM
Dentons Global Advisors Europe SA	6300 Zug	SWITZERLAND
IFPI Representing recording industry worldwide	Brussels	BELGIUM
Associazione Nazionale fra le Imprese Assicuratrici	London	UNITED KINGDOM
Greenchoice	Roma	ITALY
Finance Denmark	Rotterdam	NETHERLANDS
Hewlett Packard Enterprise	Copenhagen	DENMARK
Association of Industry, Agriculture and Services	Houston	UNITED STATES
Broadcom		
QWANT	San Jose	UNITED STATES
Vantage Towers AG		
European Paper Packaging Alliance	Düsseldorf	GERMANY
Spotify	Brussels	BELGIUM
Brazilian Association of Vegetable Oil Industries	Stockholm	SWEDEN
Universiteit Twente	São Paulo	BRAZIL
European Association of Geosynthetic product Manufacturers	Enschede	NETHERLANDS
FEDUSTRIA	Winschoten	NETHERLANDS
DreamQuark	Brussels	BELGIUM
Smurfit Kappa Group		
Principles for Responsible Investment	Dublin	IRELAND
CLIMCOM Berlin - Climate&Company - the private institute for climate research and training	London	UNITED KINGDOM
Europa Insights	Potsdam	GERMANY
The Digital Circle	Bruxelles	BELGIUM
Easy Smart Grid GmbH	Etterbeek	BELGIUM
European Cancer Organisation	Karlsruhe	GERMANY
Women Political Leaders	Brussels	BELGIUM
Tietoevry	Reykjavik	ICELAND
ReCommon APS	Espoo	FINLAND
Fluency Innovation Limited	Rome	ITALY
Organisation pour un réseau international d’indications géographiques	Dublin	IRELAND
International Fragrance Association	Genève	SWITZERLAND
Stowarzyszenie Otwarte Klatki	Genève	SWITZERLAND
R CUBE NORD	Poznań	POLAND
VEP S.R.L.	LILLE	FRANCE
Istituto Nazionale di Fisica Nucleare	Rome	ITALY
Automattic	Roma	ITALY
Heidelberg Materials (HeidelbergCement AG)	San Francisco	UNITED STATES
EUROPE'S MEDIALAB (Fondation EURACTIV)	Heidelberg	GERMANY
International Crisis Group	Brussels	BELGIUM
Internet Corporation for Assigned Names and Numbers	Brussels	BELGIUM
Universidade do Porto		
PANTARHEI Corporate Advisors	Porto	PORTUGAL
FortyEight	Wien	AUSTRIA
Euronews		
International Biocontrol Manufacturers' Association		
Fundacja WWF Polska	Brussels	BELGIUM
Dragonflypads	Warsaw	POLAND
Alcyon Photonics SL	Paris	FRANCE
Redeia		
CELSA Group	Alcobendas (Madrid)	SPAIN
Europa Distribution	Castellbisbal	SPAIN
VTT Technical Research Centre of Finland Ltd	Brussels	BELGIUM
Slovenské elektrárne, a.s.	Espoo	FINLAND
European Society for Medical Oncology (ESMO)	Bratislava	SLOVAKIA
R3 LLC	Lugano	SWITZERLAND
China Chamber of Commerce to the EU	London	UNITED KINGDOM
INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE	Brussels	BELGIUM
Vereniging van Beleggers voor Duurzame Ontwikkeling	Paris Cedex 13	FRANCE
HOTREC, Hotels, Restaurants & Cafés in Europe		
European Historic Houses	Brussels	BELGIUM
Borsa Italiana	Bruxelles	BELGIUM
Società italiana per l'assistenza al volo		
European Coalition for Corporate Justice	Roma	ITALY
Transparency International Liaison Office to the European Union	Brussels	BELGIUM
S.C. Verde Magnesium S.R.L.	Brussels	BELGIUM
The Lisbon Council for Economic Competitiveness and Social Renewal asbl	Bucharest	ROMANIA
Kom op tegen Kanker	Brussels	BELGIUM
THALES	Brussel	BELGIUM
Ympäristömerkintä Suomi Oy	Paris La Défense	FRANCE
WSM	Helsinki	FINLAND
HYDROGEN EUROPE RESEARCH	Brussels	BELGIUM
THE CONFEDERATION OF THE SPANISH EMPLOYERS AND INDUSTRIES IN ARAGÓN	Bruxelles	BELGIUM
ASN Bank		
Siemens Energy AG		
The Aspen Strategy Group	Berlin	GERMANY
MEDICINES FOR EUROPE	Washington	UNITED STATES
Ranking Digital Rights	BRUSSELS	BELGIUM
Chamber of Commerce of the United States of America		
Arbeitsgemeinschaft Deutscher Waldbesitzerverbände e. V.	Washington, DC	UNITED STATES
WARTA TUiR S.A.	Berlin	GERMANY
Malaysian Timber Council		
Europe's People's Forum	Kuala Lumpur	MALAYSIA
Tweeddale Advisors	Copenhagen Oe	DENMARK
Deep Sea Conservation Coalition		
ORGANIZACION NACIONAL DE CIEGOS DE ESPAÑA	Amsterdam	NETHERLANDS
Havenbedrijf Antwerpen - Brugge NV van publiek recht	Madrid	SPAIN
ClearVAT	Antwerpen	BELGIUM
Eidgenössische Technische Hochschule Zürich		
Fraunhofer Austria Research GmbH	Zürich	SWITZERLAND
Deutscher Forstwirtschaftsrat e.V.	Wien	AUSTRIA
European Confederation of Police		
Forum Umwelt und Entwicklung	LUXEMBOURG	LUXEMBOURG
Asesores Comunitarios, S.L.	Berlin	GERMANY
Information Technology and Innovation Foundation		
International Union for Conservation of Nature EU Representative Office	Washington	UNITED STATES
APc - Affaires Publiques consultants	Brussels	BELGIUM
Conféderation Européenne des Propriétaires Forestiers	Paris	FRANCE
GÉANT Association	Brussels	BELGIUM
Ford Foundation	Amsterdam	NETHERLANDS
Search for Common Ground		
AMICE - Association of Mutual Insurers and Insurance Cooperatives in Europe	Brussels	BELGIUM
KEIDANREN (Japan Business Federation)	Bruxelles	BELGIUM
Democracy Reporting International		
WO=MEN Dutch Gender Platform	Berlin	GERMANY
GSMA Europe	Den Haag	NETHERLANDS
WIFO - Österreichisches Institut für Wirtschaftsforschung	London	UNITED KINGDOM
MEDAC	Wien	AUSTRIA
Swedish Institute for Standards	Roma	ITALY
European Plastics Converters Association	Stockholm	SWEDEN
Euro Foie Gras	Bruxelles	BELGIUM
ENGIE	Bruxelles	BELGIUM
Riverwatch	Paris la Défense Cedex	FRANCE
EUROCINEMA, Association de producteurs de cinéma et de télévision	Vienna	AUSTRIA
Ecologistas en Accion	Bruxelles	BELGIUM
Sixt SE	Madrid	SPAIN
Emmaus Europe	Pullach	GERMANY
International Credit Insurance & Surety Association	Montreuil	FRANCE
Leibniz Institut für Medienforschung | Hans-Bredow-Institut	Amsterdam	NETHERLANDS
Metallinjalostajat ry - Finnish Steel and Metal Producers	Hamburg	GERMANY
Automotive Skills Alliance ASBL	HELSINKI	FINLAND
European Development Finance Institutions	Bruxelles	BELGIUM
Soil Capital Belgium SPRL	Brussels	BELGIUM
European Union Of Wholesale with Eggs, Egg Products and Poultry and Game	Perwez	BELGIUM
The General Council of the Bar of England and Wales	Veenendaal	NETHERLANDS
Cooperatie Kottervisserij Nederland (VisNed)		
The Coca-Cola Company	Urk	NETHERLANDS
Open Fiber	Atlanta	UNITED STATES
Groupe ADP	Roma	ITALY
European Energy Network EnR	Tremblay-en-France	FRANCE
Trustpilot	Berlin	GERMANY
Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl	Copenhagen K	DENMARK
Coalition France pour l'efficacité énergétique	Brussels	BELGIUM
EUROCONSUMERS AISBL		
Yahoo! EMEA Ltd.	Brussels	BELGIUM
Edison Spa	Dublin	IRELAND
Federation of Associations for Hunting & Conservation of the EU	Milano	ITALY
European Financial Services Round Table	Brussels	BELGIUM
FromOverHere Ltd	Brussels	BELGIUM
FUNDACIÓN PARA LA INVESTIGACIÓN EN SALUD		
Leapfrog Projects Oy		
Federatie Nederlandse Vakbeweging		
Afstor oy	Utrecht	NETHERLANDS
QUALCOMM Incorporated	Lappeenranta	FINLAND
European Partnership for Democracy	San Diego	UNITED STATES
CEMEX, S.A.B. de C.V.	Brussels	BELGIUM
Biodiversity Action Europe	San Pedro Garza Garcia N.L.	MEXICO
Forschungszentrum Jülich GmbH		
European Network Airlines' Association	Jülich	GERMANY
Kesko Corporation	Brussels	BELGIUM
BOLDT	Helsinki	FINLAND
Skeleton Technologies OÜ	Zürich	SWITZERLAND
Evropské hodnoty z.s.	Tallinn	ESTONIA
European Olympic Committees EU Office	Praha 1	CZECH REPUBLIC
Nickel Institute	Bruxelles	BELGIUM
Continental AG	Toronto	CANADA
Open Voice Network	Hannover	GERMANY
ConocoPhillips	San Francisco	UNITED STATES
WIK Wissenschaftliches Institut GmbH	Houston	UNITED STATES
Institute for Erasmus Peace Solutions	Bad Honnef	GERMANY
European Steel Technology Platform	Brussel	BELGIUM
GasNet, s.r.o.	Brussels	BELGIUM
Railforum Nederland	Ústí nad Labem	CZECH REPUBLIC
ALDI Einkauf SE & Co. oHG (ALDI Nord)	Utrecht	NETHERLANDS
CIDSE - International Alliance of Catholic social justice organisations	Essen	GERMANY
International Swaps and Derivatives Association	Brussels	BELGIUM
The Russell Group of Universities	New York	UNITED STATES
One Young World	Cambridge	UNITED KINGDOM
University of Cambridge Institute for Sustainability Leadership	London	UNITED KINGDOM
BEAM Alliance		
Stiftung Familienunternehmen und Politik	Lyon	FRANCE
Maycroft Consultancy Services B.V.	Stuttgart	GERMANY
Infineon Technologies AG		
Austrian Power Grid AG	Neubiberg	GERMANY
MERMEC	Wien	AUSTRIA
BlackBerry Limited	Monopoli (BA	ITALY
European Signature Dialog  - Associated European Trust Centers	Waterloo	CANADA
Finnair	Wien	AUSTRIA
Low Impact Fishers of Europe	Vantaa	FINLAND
European Federation for Family Employment - Fédération européenne des emplois de la famille	Brussels	BELGIUM
Hope and Homes for Children	Bruxelles	BELGIUM
LA POSTE	Salisbury	UNITED KINGDOM
Ardaco, a.s.	PARIS CEDEX 15	FRANCE
GLOBALE VERANTWORTUNG - Arbeitsgemeinschaft für Entwicklung und Humanitäre Hilfe		
Terna spa	Wien	AUSTRIA
CONFEDERACION EMPRESARIAL ESPAÑOLA DE LA ECONOMIA SOCIAL	Rome	ITALY
antonino maletta	Madrid	SPAIN
Eesti Meediaettevõtete Liit MTÜ		
2° Investing Initiative		
European Society of Radiology	Paris	FRANCE
European Container Glass Federation	Vienna	AUSTRIA
Danish Pelagic Producer Organisation	Ixelles	BELGIUM
European Federation of Origin Wines	København	DENMARK
Secure Identity Alliance ASBL	Bruxelles	BELGIUM
RECHARGE aisbl	Schaerbeek	BELGIUM
SafeToNet	Brussels	BELGIUM
European Food Forum		
Moniheli ry	Brussels	BELGIUM
Indaver	Helsinki	FINLAND
European Ceramic Industry Association		
Nexter Systems	Bruxelles	BELGIUM
SAS VALUSED	VERSAILLES	FRANCE
World Green Building Council	Paris	FRANCE
Hitachi Rail STS	Toronto	CANADA
AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA	Napoli	ITALY
GROUPE SOS SOLIDARITES-ASSFAM	ROME	ITALY
Flower Auctions International (Vereniging van Bloemenveilingen)	PARIS	FRANCE
ista International GmbH	The Hague	NETHERLANDS
Bizum		
Fagbevægelsens Hovedorganisation	Madrid	SPAIN
Związek Pracodawców Business & Science Poland	København S	DENMARK
European Citizen Action Service	Warszawa	POLAND
European Newspaper Publishers' Association	BRUSSEL	BELGIUM
Aus Design	Brussels	BELGIUM
Politecnico di Milano		
SNV - NETHERLANDS DEVELOPMENT ORGANISATION	Milano	ITALY
Utiq SA/NV		
CONSEIL EUROPEEN DES JEUNES AGRICULTEURS	bruxelles	BELGIUM
Fränkischer Weinbauverband e. V.	Bruxelles	BELGIUM
European Confederation of Pharmaceutical Entrepreneurs	Würzburg	GERMANY
Polskie Stowarzyszenie Ochrony Roślin	Brussels	BELGIUM
Light for the World International - Organisation for inclusive development/ Organisation für inklusive Entwicklungszusammenarbeit, abkürzung: Light for the World International		
Wienerberger AG	Vienna	AUSTRIA
Europäische Akademie für Informationsfreiheit und Datenschutz	Wien	AUSTRIA
Nationaal Circulair Testcentrum	Berlin	GERMANY
CFA Institute		
International Catholic Migration Commission Europe		
Temasek International Pte Ltd		
Kaunas Chamber of Commerce, Industry and Crafts	Singapore	SINGAPORE
Lutron Electronics Co., Inc.	Kaunas	LITHUANIA
Coop Danmark A/S	Coopersburg	UNITED STATES
Trans European Policy Studies Association		
SOS Children's Villages	Brussels	BELGIUM
US Dairy Export Council	Innsbruck	AUSTRIA
La Coopération Agricole	Arlington	UNITED STATES
Asociación Dominicana de Productores de Banano, Inc.	Paris	FRANCE
EVONIK INDUSTRIES AG		
Związek Polskich Producentów Ryb	Essen	GERMANY
H2GS AB	Gdynia	POLAND
Bracewell LLP	Stockholm	SWEDEN
The EU Vegetable Oil and Proteinmeal Industry		
Conseil des Communes et Régions d'Europe	Bruxelles	BELGIUM
Sapienza Università di Roma	Bruxelles	BELGIUM
Counter Extremism Project	Roma	ITALY
Confederatia Patronala Concordia	New York	UNITED STATES
Swedish Bankers´ Association		
Adevinta France	Stockholm	SWEDEN
European Alternatives Limited		
European Tech Alliance		
IOTA Stiftung	Brussels	BELGIUM
Koninklijke Vopak N.V.	Berlin	GERMANY
European Network of Credit Unions	Rotterdam	NETHERLANDS
Droit et Croissance	Washington, DC	UNITED STATES
Michel Kains Law Offices		
European Association of Central Counterparty Clearing Houses		
Suomen Osuuskauppojen Keskuskunta	Brussels	BELGIUM
European Utilities Telecom Council		
Naftogaz of Ukraine	Brussels	BELGIUM
Latvijas Darba devēju konfederācija	Kyiv	UKRAINE
Ørsted A/S		
Allied for Startups asbl	Fredericia	DENMARK
Computer & Communications Industry Association	Brussels	BELGIUM
Swedbank AS	Washington, DC	UNITED STATES
Union des Professionnels de la Location Touristique	Tallinn	ESTONIA
EUROPEAN SERVICES FORUM	NICE	FRANCE
Europäische Stabilitäts-Initiative e.V.	Brussels	BELGIUM
NOVUS AgroEcology BV	Berlin	GERMANY
Eesti Erametsaliit	Tilburg	NETHERLANDS
Adamantia Advisory	Tallinn	ESTONIA
Hochschulrektorenkonferenz	Paris	FRANCE
Alliance for the Freedom of the CAR Repair	Bonn	GERMANY
Accenture PLC	Brussels	BELGIUM
Swedbank AB (publ)	Dublin 2	IRELAND
In Ovo B.V.	Stockholm	SWEDEN
Association of the European Heating Industry	Leiden	NETHERLANDS
Bayerischer Gärtnerei-Verband e.V.	Brussels	BELGIUM
International Dalit Solidarity Network	München	GERMANY
Universidad de Navarra	Copenhagen	DENMARK
European Blood Alliance	Pamplona	SPAIN
Polis180 e.V.	Amsterdam	NETHERLANDS
European Democrat Students	Berlin	GERMANY
Motorola Solutions Incorporated	Brussels	BELGIUM
Renewi Support B.V.	Chicago	UNITED STATES
Global Sepsis Alliance	Eindhoven	NETHERLANDS
Bund für Umwelt und Naturschutz Deutschland, Landesverband Hamburg		
Institut für den Donauraum und Mitteleuropa		
Fédération française des Intégrateurs Electriciens	Wien	AUSTRIA
Europäische Bewegung Deutschland e.V.	Paris	FRANCE
North Western Waters Advisory Council	Berlin	GERMANY
Société Française de Radiotéléphone	Co. Dublin	IRELAND
HELLENIC UNION OF INDUSTRIAL CONSUMERS OF ENERGY	Paris cedex 15	FRANCE
Interuniversitair Micro-Electronica Centrum vzw	Chalandri	GREECE
European Union Chamber of Commerce in China	Leuven	BELGIUM
UNION FRANCAISE DE L'ELECTRICITE - UFE	Beijing	CHINA
Meat and Livestock Australia	PARIS	FRANCE
The Great Collective AB (Insurely)	North Sydney	AUSTRALIA
KMD A/S	Stockholm	SWEDEN
European Banking Federation		
HSBC Holdings PLC	Brussels	BELGIUM
TURMsolutions GmbH	London	UNITED KINGDOM
European Tax Adviser Federation	Berlin	GERMANY
German Edge Cloud GmbH & Co. KG	Brussels	BELGIUM
ASOCIACION AGRARIA JOVENES AGRICULTORES MALAGA		
Mercator Institute for China Studies	MALAGA	SPAIN
Common representation of Substances of Human Origin’s (SoHO)	Berlin	GERMANY
SMBC Aviation Capital Ltd	Barcelona	SPAIN
World Ocean Council	Dublin 1	IRELAND
CGI Belgium	Honolulu	UNITED STATES
Confederation of Swedish Enterprise		
FUNDACION RENOVABLES	Stockholm	SWEDEN
The Oil and Gas employers' Federation	Madrid	SPAIN
Koninklijke Vereniging van Gasfabrikanten in Nederland		
Atlante SRL	Groningen	NETHERLANDS
abrdn plc	Milan	ITALY
Legal & General Group Plc	Edinburgh	UNITED KINGDOM
Rakuten Group, Inc	London	UNITED KINGDOM
Advanced Technology and Science Applications Centre	Tokyo	JAPAN
NEXI		
Micron Technology Inc.		
Emerson Electric Co.	BOISE	UNITED STATES
Cancer Research UK		
Teneo Brussels	London	UNITED KINGDOM
General Motors	New York	UNITED STATES
Central Denmark EU Office	Detroit	UNITED STATES
EuroACE - Energy Efficient Buildings	Brussels	BELGIUM
Национална асоциация на зърнопроизводителите		
TIC Council	Sofia	BULGARIA
Baker Hughes Holdings	Brussels	BELGIUM
Imperial College London	Houston	UNITED STATES
Vanguard Asset Management Limited		
Financial Future	London	UNITED KINGDOM
The Alliance for Safe Online Pharmacy in the EU		
European Office of Cyprus	Leigh on Sea	UNITED KINGDOM
European Rural Poultry Association	Nicosia	CYPRUS
Fairtrade Finland (Reilu kauppa ry)	Paris	FRANCE
Banco Santander, S.A.	Helsinki	FINLAND
European Council of Optometry and Optics	Boadilla del Monte	SPAIN
WindEurope	Adligenswil	SWITZERLAND
Nederlands Agrarisch Jongeren Kontakt	Brussels	BELGIUM
Technology Academy Finland	Utrecht	NETHERLANDS
Mental Health Europe - Santé Mentale Europe	Helsinki	FINLAND
BREIZ EUROPE	Bruxelles	BELGIUM
Polish Biomethane Organization	QUIMPER	FRANCE
Mediterranean Gas SA	Warsaw	POLAND
Mission Opérationnelle Transfrontalière	Maroussi	GREECE
Council of European Dentists	Paris	FRANCE
European Federation of Neurological Associations	Brussels	BELGIUM
Omio Travel GmbH	Brussels	BELGIUM
APG Groep NV	Berlin	GERMANY
Better Europe	Heerlen	NETHERLANDS
Fidelity International	Brussel	BELGIUM
Aggregates Europe - UEPG	Luxembourg	LUXEMBOURG
